Rk,Player,WAR/pos,G,Year,Age,Tm,Lg,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
309,Jake Peavy\peavyja01,0.1,16,2002,21,SDP,NL,35,33,4,7,3,0,0,2,0,0,13,0,2,0,0,0,1,0.212,0.212,0.303,0.515,*1
310,Mark Prior (RoY-7th)\priorma01,0.1,17,2002,21,CHC,NL,39,35,3,6,4,0,0,4,2,0,15,0,2,0,1,0,0,0.171,0.216,0.286,0.502,*1
311,Grant Roberts\robergr01,0.1,33,2002,24,NYM,NL,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
312,Jeff Williams\willije02,0.1,10,2002,30,LAD,NL,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
313,Satoru Komiyama\komiysa01,0.1,22,2002,36,NYM,NL,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.5,0,0.5,*1
314,Jason Middlebrook\middlja01,0.1,13,2002,27,TOT,NL,13,11,2,2,0,0,0,0,1,0,3,0,1,0,0,0,0,0.182,0.25,0.182,0.432,*1
315,Mike Matthews\matthmi01,0.1,51,2001,27,STL,NL,18,17,2,2,0,0,1,1,0,0,4,0,1,0,0,0,0,0.118,0.118,0.294,0.412,*1/H
316,Roy Oswalt (RoY-2nd)\oswalro01,0.1,26,2001,23,HOU,NL,51,47,3,9,1,0,0,3,1,0,12,0,3,0,0,0,0,0.191,0.208,0.213,0.421,*1
317,Vicente Padilla\padilvi01,0.1,53,2000,22,TOT,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
318,Scott Linebrink\linebsc01,0.1,11,2000,23,TOT,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
319,Jason Marquis\marquja01,0.1,13,2000,21,ATL,NL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
320,Jimmy Anderson\anderji02,0.1,13,1999,23,PIT,NL,9,9,2,3,1,0,0,1,0,0,2,0,0,0,0,0,0,0.333,0.333,0.444,0.778,*1
321,Kris Benson (RoY-4th)\bensokr01,0.1,30,1999,24,PIT,NL,75,65,7,10,3,0,0,7,3,0,24,0,6,0,1,0,0,0.154,0.191,0.2,0.391,*1
322,Micah Bowie\bowiemi01,0.1,14,1999,24,TOT,NL,15,14,0,3,0,0,0,3,1,0,3,0,0,0,0,0,0,0.214,0.267,0.214,0.481,*1
323,Octavio Dotel\doteloc01,0.1,18,1999,25,NYM,NL,30,24,2,3,0,0,0,1,4,0,17,1,1,0,0,0,0,0.125,0.276,0.125,0.401,*1
324,Steve Montgomery\montgst01,0.1,48,1999,28,PHI,NL,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
325,Roberto Ramirez\ramirro01,0.1,31,1999,27,COL,NL,9,7,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.143,0.25,0.143,0.393,*1
326,Jeff Wallace\wallaje01,0.1,39,1999,23,PIT,NL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,,,*1
327,Shane Halter\haltesh01,0.1,86,1998,28,KCR,AL,226,204,17,45,12,0,2,13,12,0,38,1,7,2,3,2,5,0.221,0.265,0.309,0.574,*6H/574931
328,Trever Miller\milletr02,0.1,35,1998,25,HOU,NL,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.667,1,*1
329,Trey Moore\mooretr01,0.1,13,1998,25,MON,NL,19,17,1,4,1,0,0,0,1,0,3,0,1,0,0,0,0,0.235,0.278,0.294,0.572,*1/H
330,Matt Beech\beechma01,0.1,21,1997,25,PHI,NL,41,30,1,5,1,0,0,1,0,0,14,0,11,0,0,0,0,0.167,0.167,0.2,0.367,*1
331,Rigo Beltran\beltrri01,0.1,34,1997,27,STL,NL,7,7,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.143,0.143,0.286,0.429,*1
332,Shayne Bennett\bennesh01,0.1,15,1997,25,MON,NL,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,*1
333,Ron Blazier\blaziro01,0.1,33,1997,25,PHI,NL,6,5,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0.4,0.4,0.4,0.8,*1
334,Mike DeJean\dejeami01,0.1,52,1997,26,COL,NL,4,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.333,0.333,0.667,1,*1
335,Felix Heredia\heredfe01,0.1,52,1997,22,FLA,NL,3,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,0.5,0.5,1,*1
336,Liván Hernández (RoY-2nd)\hernali01,0.1,16,1997,22,FLA,NL,33,29,2,5,2,0,0,2,1,0,6,0,3,0,0,0,0,0.172,0.2,0.241,0.441,*1
337,Tavo Alvarez\alvarta01,0.1,11,1996,24,MON,NL,5,4,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,0.5,0.5,1,*1
338,Ron Blazier\blaziro01,0.1,27,1996,24,PHI,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
339,Pedro Borbon\borbope02,0.1,43,1996,28,ATL,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
340,John Burke\burkejo04,0.1,11,1996,26,COL,NL,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
341,Elmer Dessens\desseel01,0.1,15,1996,25,PIT,NL,5,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,*1
342,Shawn Estes\estessh01,0.1,15,1996,23,SFG,NL,26,19,3,3,0,0,0,1,1,0,8,0,6,0,0,0,0,0.158,0.2,0.158,0.358,*1/H
343,Kurt Miller\milleku01,0.1,26,1996,23,FLA,NL,9,8,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0.375,0.375,0.375,0.75,*1
344,Matt Ruebel\ruebema01,0.1,26,1996,26,PIT,NL,16,13,0,3,0,0,0,0,1,0,4,0,2,0,0,0,0,0.231,0.286,0.231,0.516,*1
345,Carlos Perez (RoY-4th)\perezca01,0.1,28,1995,24,MON,NL,53,45,1,6,1,1,1,5,4,0,21,0,4,0,0,0,0,0.133,0.204,0.267,0.471,*1
346,Bill Pulsipher\pulsibi01,0.1,17,1995,21,NYM,NL,49,38,4,4,2,0,0,4,5,0,19,0,4,2,0,0,0,0.105,0.2,0.158,0.358,*1
347,Mark Thompson\thompma01,0.1,21,1995,24,COL,NL,14,13,2,5,0,0,0,0,0,0,7,0,1,0,0,0,0,0.385,0.385,0.385,0.769,*1
348,Todd Williams\willito02,0.1,16,1995,24,LAD,NL,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
349,Jamie Brewington\brewija01,0.1,14,1995,23,SFG,NL,27,23,3,5,0,0,0,1,0,0,7,0,4,0,0,0,0,0.217,0.217,0.217,0.435,*1/H
350,Paul Byrd\byrdpa01,0.1,17,1995,24,NYM,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
351,Glenn Dishman\dishmgl01,0.1,19,1995,24,SDP,NL,34,30,4,6,0,0,0,4,0,0,13,1,2,1,0,0,0,0.2,0.219,0.2,0.419,*1
352,Eric Gunderson\gundeer01,0.1,30,1995,29,TOT,ML,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,,,*1
353,John Hudek\hudekjo01,0.1,19,1995,28,HOU,NL,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
354,Esteban Loaiza\loaizes01,0.1,33,1995,23,PIT,NL,61,52,4,10,1,1,0,2,1,0,11,0,7,1,1,0,0,0.192,0.204,0.25,0.454,*1/H
355,Darren Dreifort\dreifda01,0.1,28,1994,22,LAD,NL,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,*1/H
356,Todd Jones\jonesto02,0.1,48,1994,26,HOU,NL,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,*1
357,Ravelo Manzanillo\manzara01,0.1,46,1994,30,PIT,NL,3,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0.667,0.667,1,1.667,*1
358,Jeff Tabaka\tabakje01,0.1,39,1994,30,TOT,NL,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,3,*1
359,Dave Veres\veresda01,0.1,32,1994,27,HOU,NL,4,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.5,0.667,0.5,1.167,*1
360,Pat Rapp\rapppa01,0.1,16,1993,25,FLA,NL,34,31,3,6,1,0,0,2,1,0,11,0,2,0,0,0,0,0.194,0.219,0.226,0.445,*1
361,Tom Urbani\urbanto01,0.1,18,1993,25,STL,NL,20,16,2,3,0,0,0,0,2,0,6,0,2,0,0,0,0,0.188,0.278,0.188,0.465,*1
362,Kent Bottenfield\botteke01,0.1,37,1993,24,TOT,NL,55,50,2,11,0,0,0,3,1,0,15,1,3,0,0,1,0,0.22,0.25,0.22,0.47,*1
363,Doug Brocail\brocado01,0.1,30,1993,26,SDP,NL,44,33,4,6,0,0,0,0,0,0,8,0,11,0,0,2,0,0.182,0.182,0.182,0.364,*1/H
364,Omar Daal\daalom01,0.1,47,1993,21,LAD,NL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,,,*1
365,Mike Draper\drapemi01,0.1,29,1993,26,NYM,NL,3,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.333,*1
366,Joel Johnston\johnsjo06,0.1,33,1993,26,PIT,NL,7,6,1,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0.333,0.333,0.5,0.833,*1
367,Richie Lewis\lewisri01,0.1,57,1993,27,FLA,NL,3,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.5,0.5,0.5,1,*1
368,Blas Minor\minorbl01,0.1,65,1993,27,PIT,NL,11,10,1,2,1,0,0,0,0,0,7,1,0,0,0,0,0,0.2,0.273,0.3,0.573,*1
369,Steve Cooke\cookest01,0.1,11,1992,22,PIT,NL,5,3,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0.333,0.333,0.333,0.667,*1
370,Rod Beck\beckro01,0.1,31,1991,22,SFG,NL,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
371,Ryan Bowen\bowenry01,0.1,17,1991,23,HOU,NL,26,22,2,4,1,0,0,0,3,0,11,0,1,0,0,0,0,0.182,0.28,0.227,0.507,*1/H
372,Rheal Cormier\cormirh01,0.1,11,1991,24,STL,NL,22,21,2,5,0,0,0,1,0,0,5,0,1,0,0,0,0,0.238,0.238,0.238,0.476,*1
373,Chuck McElroy (RoY-5th)\mcelrch01,0.1,71,1991,23,CHC,NL,10,10,1,3,1,0,0,2,0,0,3,0,0,0,0,0,1,0.3,0.3,0.4,0.7,*1/H
374,Al Osuna\osunaal01,0.1,71,1991,25,HOU,NL,3,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,*1
375,Pete Schourek\schoupe01,0.1,35,1991,22,NYM,NL,24,22,0,3,1,0,0,3,2,0,9,0,0,0,0,0,0,0.136,0.208,0.182,0.39,*1
376,Scott Ruskin\ruskisc01,0.1,67,1990,27,TOT,NL,8,8,1,2,1,1,0,1,0,0,5,0,0,0,0,0,0,0.25,0.25,0.625,0.875,*1/H
377,Wally Whitehurst\whitewa02,0.1,38,1990,26,NYM,NL,9,8,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.25,0.25,0.5,*1
378,Tony Castillo\castito02,0.1,52,1990,27,ATL,NL,10,7,1,1,0,0,0,0,1,0,5,0,2,0,0,0,0,0.143,0.25,0.143,0.393,*1
379,Mark Dewey\deweyma01,0.1,14,1990,25,SFG,NL,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0,0.5,*1
380,Jason Grimsley\grimsja01,0.1,12,1990,22,PHI,NL,20,16,1,3,0,0,0,2,1,0,2,0,3,0,0,0,0,0.188,0.235,0.188,0.423,*1/H
381,Cris Carpenter\carpecr01,0.1,36,1989,24,STL,NL,11,9,1,4,0,0,0,1,0,0,2,0,2,0,0,0,0,0.444,0.444,0.444,0.889,*1
382,Marty Clary\claryma01,0.1,18,1989,27,ATL,NL,39,31,3,5,0,0,0,1,3,0,7,0,5,0,0,0,0,0.161,0.235,0.161,0.397,*1
383,Dennis Cook\cookde01,0.1,24,1989,26,TOT,NL,44,42,4,9,1,1,0,3,0,0,6,0,2,0,0,0,0,0.214,0.214,0.286,0.5,*1/H
384,Miguel Garcia\garcimi02,0.1,11,1989,22,PIT,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
385,Ramon Martinez\martira02,0.1,16,1989,21,LAD,NL,40,37,4,6,1,0,0,3,1,0,14,0,2,0,0,0,0,0.162,0.184,0.189,0.373,*1/H
386,Sergio Valdez\valdese01,0.1,19,1989,24,ATL,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
387,John Wetteland\wettejo01,0.1,31,1989,22,LAD,NL,26,21,1,3,1,0,0,3,0,0,10,0,5,0,0,0,0,0.143,0.143,0.19,0.333,*1
388,Tim Crews\crewsti01,0.1,42,1988,27,LAD,NL,6,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0.2,0.2,0.4,*1
389,Dave Meads\meadsda01,0.1,22,1988,24,HOU,NL,6,4,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0.25,0.5,0.25,0.75,*1
390,Brett Gideon\gideobr01,0.1,29,1987,23,PIT,NL,2,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,2,*1
391,Dave Meads\meadsda01,0.1,45,1987,23,HOU,NL,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.333,0.5,0.333,0.833,*1
392,Randy Myers (RoY-6th)\myersra01,0.1,54,1987,24,NYM,NL,7,7,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0.286,0.286,0.286,0.571,*1
393,Dorn Taylor\taylodo01,0.1,15,1987,28,PIT,NL,18,18,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0.167,0.167,0.167,0.333,*1/H
394,Jeff Parrett\parreje01,0.1,12,1986,24,MON,NL,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
395,Bob Sebra\sebrabo01,0.1,18,1986,24,MON,NL,30,29,2,6,1,0,0,0,1,0,5,0,0,0,1,0,0,0.207,0.233,0.241,0.475,*1/H
396,Scott Terry\terrysc01,0.1,30,1986,26,CIN,NL,6,4,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.25,0.4,0.25,0.65,*1/H
397,Gene Walter\waltege01,0.1,57,1986,25,SDP,NL,13,10,0,2,1,0,0,0,1,0,4,0,2,0,0,0,0,0.2,0.273,0.3,0.573,*1
398,Joe Boever\boevejo01,0.1,11,1986,25,STL,NL,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
399,Ed Olwine\olwined01,0.1,37,1986,28,ATL,NL,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.333,0.5,0.333,0.833,*1
400,Rocky Childress\childro01,0.1,16,1985,23,PHI,NL,8,6,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0.167,0.167,0.167,0.333,*1
401,Ron Meridith\meridro01,0.1,32,1985,28,CHC,NL,5,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.25,0.4,0.25,0.65,*1
402,Freddie Toliver\tolivfr01,0.1,11,1985,24,PHI,NL,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
403,Jim Winn\winnji01,0.1,30,1985,25,PIT,NL,21,18,2,2,1,0,0,0,1,0,8,0,2,0,0,0,0,0.111,0.158,0.167,0.325,*1
404,Greg Booker\bookegr01,0.1,32,1984,24,SDP,NL,7,7,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0.286,0.286,0.429,0.714,*1
405,Joe Hesketh\heskejo01,0.1,11,1984,25,MON,NL,12,10,1,1,0,0,0,1,2,0,4,0,0,0,1,0,0,0.1,0.25,0.1,0.35,*1
406,Brad Lesley\leslebr01,0.1,16,1984,25,CIN,NL,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
407,Mark Davis\davisma01,0.1,20,1983,22,SFG,NL,42,30,3,4,1,0,0,1,3,0,8,0,9,0,0,0,0,0.133,0.212,0.167,0.379,*1
408,Frank DiPino (RoY-6th)\dipinfr01,0.1,53,1983,26,HOU,NL,7,6,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0.167,0.286,0.333,0.619,*1
409,Jeff Russell\russeje01,0.1,10,1983,21,CIN,NL,24,21,1,3,1,0,1,3,1,0,6,0,2,0,1,0,0,0.143,0.182,0.333,0.515,*1
410,Steve Shirley\shirlst01,0.1,11,1982,25,LAD,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
411,Bryn Smith\smithbr01,0.1,47,1982,26,MON,NL,11,8,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0.2,0,0.2,*1
412,Dave Stewart\stewada01,0.1,45,1982,25,LAD,NL,46,39,3,7,1,0,0,2,2,0,14,0,5,0,0,0,0,0.179,0.22,0.205,0.425,*1
413,Porfi Altamirano\altampo01,0.1,29,1982,30,PHI,NL,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,*1
414,Ken Dayley\dayleke01,0.1,20,1982,23,ATL,NL,23,20,1,5,0,0,0,1,2,0,9,0,1,0,0,0,1,0.25,0.318,0.25,0.568,*1
415,Dave Dravecky\draveda01,0.1,32,1982,26,SDP,NL,28,23,0,3,0,0,0,2,1,0,3,0,4,0,0,0,0,0.13,0.167,0.13,0.297,*1/H
416,Danny Boone\booneda02,0.1,37,1981,27,SDP,NL,5,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0.5,1,*1
417,Terry Leach\leachte01,0.1,21,1981,27,NYM,NL,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.667,0,0.667,*1
418,Randy Martz\martzra01,0.1,34,1981,25,CHC,NL,33,28,0,6,0,0,0,2,3,0,13,0,2,0,1,0,0,0.214,0.29,0.214,0.505,*1/H
419,Ray Searage\searara01,0.1,26,1981,26,NYM,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
420,Frank Riccelli\riccefr01,0.1,11,1979,26,HOU,NL,6,6,1,2,1,0,0,3,0,0,1,0,0,0,0,0,0,0.333,0.333,0.5,0.833,*1
421,Dwight Bernard\bernadw01,0.1,32,1979,27,NYM,NL,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,,1,,,*1
422,John Fulgham\fulghjo01,0.1,22,1979,23,STL,NL,59,42,3,6,2,0,0,4,6,0,21,0,11,0,0,0,0,0.143,0.25,0.19,0.44,*1/H
423,Rick Mahler\mahleri01,0.1,15,1979,25,ATL,NL,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
424,Dwight Bernard\bernadw01,0.1,30,1978,26,NYM,NL,6,5,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0.2,0.333,0.2,0.533,*1
425,Hal Dues\duesha01,0.1,25,1978,23,MON,NL,31,31,3,6,0,0,0,1,0,0,18,0,0,0,0,0,0,0.194,0.194,0.194,0.387,*1
426,Dennis Lamp\lampde01,0.1,37,1978,25,CHC,NL,76,73,1,15,2,0,0,3,0,0,17,0,3,0,1,0,0,0.205,0.205,0.233,0.438,*1
427,Silvio Martinez\martisi01,0.1,22,1978,22,STL,NL,53,47,4,8,2,0,0,3,0,0,21,0,6,0,0,0,0,0.17,0.17,0.213,0.383,*1
428,Craig Skok\skokcr01,0.1,43,1978,30,ATL,NL,8,8,1,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0.25,0.25,0.375,0.625,*1
429,Manny Sarmiento\sarmima01,0.1,24,1977,21,CIN,NL,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,*1
430,Buddy Schultz\schulbu01,0.1,41,1977,26,STL,NL,16,12,1,2,0,0,0,0,2,0,5,0,2,0,0,0,0,0.167,0.286,0.167,0.452,*1
431,Tom Hume\humeto01,0.1,14,1977,24,CIN,NL,12,10,1,2,0,0,1,1,0,0,2,0,2,0,0,0,0,0.2,0.2,0.5,0.7,*1
432,Dennis Lamp\lampde01,0.1,11,1977,24,CHC,NL,8,8,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0.375,0.375,0.375,0.75,*1
433,Paul Moskau\moskapa01,0.1,22,1977,23,CIN,NL,42,38,3,7,1,0,1,2,3,0,10,0,1,0,1,0,0,0.184,0.244,0.289,0.533,*1/H
434,Santo Alcala\alcalsa01,0.1,30,1976,23,CIN,NL,50,43,5,6,1,0,0,2,2,0,26,0,5,0,0,0,0,0.14,0.178,0.163,0.341,*1
435,Mike Dupree\dupremi01,0.1,12,1976,23,SDP,NL,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
436,Butch Metzger (RoY-1st)\metzgbu01,0.1,77,1976,24,SDP,NL,12,8,1,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0.2,0,0.2,*1
437,Gene Pentz\pentzge01,0.1,40,1976,23,HOU,NL,6,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.2,0.333,0.2,0.533,*1
438,Rick Sawyer\sawyeri01,0.1,13,1976,28,SDP,NL,31,24,2,5,0,0,0,2,2,0,2,0,5,0,0,0,0,0.208,0.269,0.208,0.478,*1
439,Paul Siebert\siebepa01,0.1,19,1976,23,HOU,NL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
440,Eddie Solomon\solomed01,0.1,26,1976,25,STL,NL,5,5,0,2,1,0,0,4,0,0,3,0,0,0,0,0,0,0.4,0.4,0.6,1,*1
441,Dave Heaverlo\heaveda01,0.1,42,1975,24,SFG,NL,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
442,Bob Apodaca\apodabo01,0.1,35,1974,24,NYM,NL,30,25,2,3,2,0,0,2,3,0,6,0,1,1,0,0,0,0.12,0.207,0.2,0.407,*1
443,Jerry Cram\cramje01,0.1,10,1974,26,NYM,NL,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,*1
444,John Montague\montajo01,0.1,46,1974,26,MON,NL,12,10,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0.1,0.25,0.1,0.35,*1
445,Geoff Zahn\zahnge01,0.1,21,1974,28,LAD,NL,26,23,2,4,0,0,0,0,0,0,5,0,3,0,0,0,0,0.174,0.174,0.174,0.348,*1
446,Dick Baney\baneydi01,0.1,11,1973,26,CIN,NL,11,9,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0.222,0.3,0.222,0.522,*1
447,Jim Crawford\crawfji01,0.1,48,1973,22,HOU,NL,14,13,1,3,1,0,0,1,1,0,7,0,0,0,0,0,0,0.231,0.286,0.308,0.593,*1
448,Max Leon\leonma01,0.1,16,1973,23,ATL,NL,8,7,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.286,0.286,0.286,0.571,*1/H
449,John Morlan\morlajo01,0.1,10,1973,25,PIT,NL,12,11,2,2,1,0,0,1,1,0,6,0,0,0,0,0,0,0.182,0.25,0.273,0.523,*1
450,Buzz Capra\caprabu01,0.1,14,1972,24,NYM,NL,15,12,1,3,0,0,0,1,3,0,3,0,0,0,0,0,0,0.25,0.4,0.25,0.65,*1
451,Bob Gebhard\gebhabo01,0.1,13,1972,29,MIN,AL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,,,*1
452,Rich Hinton\hintori01,0.1,12,1972,25,TOT,AL,5,5,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.6,0.8,*1
453,Steve Lawson\lawsost01,0.1,13,1972,21,TEX,AL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
454,Mickey Scott\scottmi02,0.1,15,1972,24,BAL,AL,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0.667,0,0.667,*1
455,Mike Strahler\strahmi01,0.1,19,1972,25,LAD,NL,14,11,2,2,0,0,0,0,3,0,6,0,0,0,0,0,0,0.182,0.357,0.182,0.539,*1
456,Jim Strickland\stricji01,0.1,25,1972,26,MIN,AL,4,3,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0.333,0.5,0.333,0.833,*1
457,Jim Willoughby\willoji01,0.1,11,1972,23,SFG,NL,34,27,1,5,0,0,0,0,2,0,8,0,5,0,0,0,0,0.185,0.241,0.185,0.427,*1
458,Jim Strickland\stricji01,0.1,24,1971,25,MIN,AL,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,*1
459,Mike Thompson\thompmi01,0.1,16,1971,21,WSA,AL,20,17,1,2,0,0,0,0,2,0,13,1,0,0,0,0,0,0.118,0.25,0.118,0.368,*1
460,Don Eddy\eddydo01,0.1,22,1971,24,CHW,AL,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,*1
461,Roger Hambright\hambrro01,0.1,18,1971,22,NYY,AL,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
462,Pete Hamm\hammpe01,0.1,13,1971,23,MIN,AL,12,11,1,3,1,0,0,0,0,0,5,0,1,0,0,0,0,0.273,0.273,0.364,0.636,*1
463,Rich Hinton\hintori01,0.1,18,1971,24,CHW,AL,3,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,*1/H
464,Tom House\houseto01,0.1,11,1971,24,ATL,NL,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,*1
465,Bob O'Brien\o'bribo01,0.1,14,1971,22,LAD,NL,11,9,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.111,0.111,0.111,0.222,*1
466,Tom Bradley\bradlto01,0.1,17,1970,23,CAL,AL,22,18,0,3,1,0,0,1,1,0,9,0,3,0,0,0,0,0.167,0.211,0.222,0.433,*1
467,Les Cain\cainle01,0.1,29,1970,22,DET,AL,72,68,2,11,1,0,1,9,1,0,18,0,3,0,1,0,0,0.162,0.174,0.221,0.395,*1
468,Joe Decker\deckejo01,0.1,24,1970,23,CHC,NL,38,34,3,6,1,0,1,3,2,0,16,0,2,0,0,0,0,0.176,0.222,0.294,0.516,*1
469,Gene Garber\garbege01,0.1,14,1970,22,PIT,NL,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333,*1
470,Don Gullett\gulledo01,0.1,44,1970,19,CIN,NL,20,19,3,4,0,1,0,2,1,0,6,0,0,0,0,1,0,0.211,0.25,0.316,0.566,*1
