"","Year","cbns","threshold","retirees","prop"
"4319",1987,4,0.15,36,0.111111111111111
"4320",1988,2,0.15,36,0.0555555555555556
"4321",1989,10,0.15,46,0.217391304347826
"4322",1990,8,0.15,51,0.156862745098039
"4323",1991,13,0.15,43,0.302325581395349
"4324",1992,10,0.15,45,0.222222222222222
"4325",1993,7,0.15,44,0.159090909090909
"4326",1994,8,0.15,38,0.210526315789474
"4327",1995,14,0.15,47,0.297872340425532
"4328",1996,9,0.15,38,0.236842105263158
"4329",1997,7,0.15,36,0.194444444444444
"4330",1998,8,0.15,52,0.153846153846154
"4331",1999,14,0.15,49,0.285714285714286
"4332",2000,17,0.15,52,0.326923076923077
"4333",2001,14,0.15,67,0.208955223880597
"4334",2002,14,0.15,46,0.304347826086957
"4335",2003,7,0.15,44,0.159090909090909
"4336",2004,6,0.15,49,0.122448979591837
"4337",2005,7,0.15,44,0.159090909090909
"4338",2006,8,0.15,50,0.16
"4339",2007,11,0.15,65,0.169230769230769
"4340",2008,4,0.15,53,0.0754716981132075
"4341",2009,7,0.15,48,0.145833333333333
"4342",2010,5,0.15,51,0.0980392156862745
"4343",2011,8,0.15,58,0.137931034482759
"4344",2012,5,0.15,56,0.0892857142857143
"4345",2013,7,0.15,57,0.12280701754386
"4346",2014,7,0.15,57,0.12280701754386
"4347",2015,6,0.15,58,0.103448275862069
"4348",2016,10,0.15,60,0.166666666666667
"4349",2017,12,0.15,69,0.173913043478261
"4350",2018,13,0.15,62,0.209677419354839
"4351",1969,5,0.175,32,0.15625
"4352",1970,2,0.175,35,0.0571428571428571
"4353",1971,4,0.175,44,0.0909090909090909
"4354",1972,7,0.175,49,0.142857142857143
"4355",1973,8,0.175,41,0.195121951219512
"4356",1974,6,0.175,45,0.133333333333333
"4357",1975,6,0.175,36,0.166666666666667
"4358",1976,4,0.175,33,0.121212121212121
"4359",1977,3,0.175,55,0.0545454545454545
"4360",1978,4,0.175,35,0.114285714285714
"4361",1979,10,0.175,42,0.238095238095238
"4362",1980,10,0.175,45,0.222222222222222
"4363",1981,1,0.175,37,0.027027027027027
"4364",1982,4,0.175,38,0.105263157894737
"4365",1983,3,0.175,35,0.0857142857142857
"4366",1984,8,0.175,41,0.195121951219512
"4367",1985,14,0.175,55,0.254545454545455
"4368",1986,12,0.175,47,0.25531914893617
"4369",1987,4,0.175,36,0.111111111111111
"4370",1988,0,0.175,36,0
"4371",1989,10,0.175,46,0.217391304347826
"4372",1990,8,0.175,51,0.156862745098039
"4373",1991,13,0.175,43,0.302325581395349
"4374",1992,9,0.175,45,0.2
"4375",1993,7,0.175,44,0.159090909090909
"4376",1994,8,0.175,38,0.210526315789474
"4377",1995,14,0.175,47,0.297872340425532
"4378",1996,9,0.175,38,0.236842105263158
"4379",1997,7,0.175,36,0.194444444444444
"4380",1998,8,0.175,52,0.153846153846154
"4381",1999,12,0.175,49,0.244897959183673
"4382",2000,14,0.175,52,0.269230769230769
"4383",2001,14,0.175,67,0.208955223880597
"4384",2002,14,0.175,46,0.304347826086957
"4385",2003,7,0.175,44,0.159090909090909
"4386",2004,6,0.175,49,0.122448979591837
"4387",2005,7,0.175,44,0.159090909090909
"4388",2006,6,0.175,50,0.12
"4389",2007,9,0.175,65,0.138461538461538
"4390",2008,4,0.175,53,0.0754716981132075
"4391",2009,7,0.175,48,0.145833333333333
"4392",2010,5,0.175,51,0.0980392156862745
"4393",2011,7,0.175,58,0.120689655172414
"4394",2012,4,0.175,56,0.0714285714285714
"4395",2013,7,0.175,57,0.12280701754386
"4396",2014,4,0.175,57,0.0701754385964912
"4397",2015,6,0.175,58,0.103448275862069
"4398",2016,9,0.175,60,0.15
"4399",2017,10,0.175,69,0.144927536231884
"4400",2018,12,0.175,62,0.193548387096774
"4401",1969,4,0.2,32,0.125
"4402",1970,2,0.2,35,0.0571428571428571
"4403",1971,3,0.2,44,0.0681818181818182
"4404",1972,7,0.2,49,0.142857142857143
"4405",1973,8,0.2,41,0.195121951219512
"4406",1974,6,0.2,45,0.133333333333333
"4407",1975,6,0.2,36,0.166666666666667
"4408",1976,4,0.2,33,0.121212121212121
"4409",1977,2,0.2,55,0.0363636363636364
"4410",1978,2,0.2,35,0.0571428571428571
"4411",1979,7,0.2,42,0.166666666666667
"4412",1980,10,0.2,45,0.222222222222222
"4413",1981,1,0.2,37,0.027027027027027
"4414",1982,4,0.2,38,0.105263157894737
"4415",1983,3,0.2,35,0.0857142857142857
"4416",1984,8,0.2,41,0.195121951219512
"4417",1985,14,0.2,55,0.254545454545455
"4418",1986,10,0.2,47,0.212765957446809
"4419",1987,4,0.2,36,0.111111111111111
"4420",1988,0,0.2,36,0
"4421",1989,7,0.2,46,0.152173913043478
"4422",1990,8,0.2,51,0.156862745098039
"4423",1991,13,0.2,43,0.302325581395349
"4424",1992,9,0.2,45,0.2
"4425",1993,7,0.2,44,0.159090909090909
"4426",1994,8,0.2,38,0.210526315789474
"4427",1995,13,0.2,47,0.276595744680851
"4428",1996,8,0.2,38,0.210526315789474
"4429",1997,7,0.2,36,0.194444444444444
"4430",1998,7,0.2,52,0.134615384615385
"4431",1999,12,0.2,49,0.244897959183673
"4432",2000,14,0.2,52,0.269230769230769
"4433",2001,14,0.2,67,0.208955223880597
"4434",2002,12,0.2,46,0.260869565217391
"4435",2003,7,0.2,44,0.159090909090909
"4436",2004,4,0.2,49,0.0816326530612245
"4437",2005,7,0.2,44,0.159090909090909
"4438",2006,6,0.2,50,0.12
"4439",2007,9,0.2,65,0.138461538461538
"4440",2008,4,0.2,53,0.0754716981132075
"4441",2009,7,0.2,48,0.145833333333333
"4442",2010,4,0.2,51,0.0784313725490196
"4443",2011,3,0.2,58,0.0517241379310345
"4444",2012,2,0.2,56,0.0357142857142857
"4445",2013,7,0.2,57,0.12280701754386
"4446",2014,4,0.2,57,0.0701754385964912
"4447",2015,6,0.2,58,0.103448275862069
"4448",2016,9,0.2,60,0.15
"4449",2017,10,0.2,69,0.144927536231884
"4450",2018,12,0.2,62,0.193548387096774
"4451",1969,4,0.225,32,0.125
"4452",1970,2,0.225,35,0.0571428571428571
"4453",1971,3,0.225,44,0.0681818181818182
"4454",1972,6,0.225,49,0.122448979591837
"4455",1973,8,0.225,41,0.195121951219512
"4456",1974,6,0.225,45,0.133333333333333
"4457",1975,6,0.225,36,0.166666666666667
"4458",1976,4,0.225,33,0.121212121212121
"4459",1977,2,0.225,55,0.0363636363636364
"4460",1978,2,0.225,35,0.0571428571428571
"4461",1979,7,0.225,42,0.166666666666667
"4462",1980,10,0.225,45,0.222222222222222
"4463",1981,1,0.225,37,0.027027027027027
"4464",1982,4,0.225,38,0.105263157894737
"4465",1983,1,0.225,35,0.0285714285714286
"4466",1984,5,0.225,41,0.121951219512195
"4467",1985,13,0.225,55,0.236363636363636
"4468",1986,10,0.225,47,0.212765957446809
"4469",1987,3,0.225,36,0.0833333333333333
"4470",1988,0,0.225,36,0
"4471",1989,7,0.225,46,0.152173913043478
"4472",1990,8,0.225,51,0.156862745098039
"4473",1991,13,0.225,43,0.302325581395349
"4474",1992,9,0.225,45,0.2
"4475",1993,7,0.225,44,0.159090909090909
"4476",1994,8,0.225,38,0.210526315789474
"4477",1995,13,0.225,47,0.276595744680851
"4478",1996,8,0.225,38,0.210526315789474
"4479",1997,7,0.225,36,0.194444444444444
"4480",1998,7,0.225,52,0.134615384615385
"4481",1999,12,0.225,49,0.244897959183673
"4482",2000,12,0.225,52,0.230769230769231
"4483",2001,13,0.225,67,0.194029850746269
"4484",2002,12,0.225,46,0.260869565217391
"4485",2003,7,0.225,44,0.159090909090909
"4486",2004,4,0.225,49,0.0816326530612245
"4487",2005,7,0.225,44,0.159090909090909
"4488",2006,6,0.225,50,0.12
"4489",2007,9,0.225,65,0.138461538461538
"4490",2008,4,0.225,53,0.0754716981132075
"4491",2009,7,0.225,48,0.145833333333333
"4492",2010,4,0.225,51,0.0784313725490196
"4493",2011,3,0.225,58,0.0517241379310345
"4494",2012,2,0.225,56,0.0357142857142857
"4495",2013,7,0.225,57,0.12280701754386
"4496",2014,4,0.225,57,0.0701754385964912
"4497",2015,6,0.225,58,0.103448275862069
"4498",2016,9,0.225,60,0.15
"4499",2017,10,0.225,69,0.144927536231884
"4500",2018,12,0.225,62,0.193548387096774
"4501",1969,4,0.25,32,0.125
"4502",1970,1,0.25,35,0.0285714285714286
"4503",1971,3,0.25,44,0.0681818181818182
"4504",1972,6,0.25,49,0.122448979591837
"4505",1973,7,0.25,41,0.170731707317073
"4506",1974,5,0.25,45,0.111111111111111
"4507",1975,6,0.25,36,0.166666666666667
"4508",1976,4,0.25,33,0.121212121212121
"4509",1977,2,0.25,55,0.0363636363636364
"4510",1978,2,0.25,35,0.0571428571428571
"4511",1979,7,0.25,42,0.166666666666667
"4512",1980,10,0.25,45,0.222222222222222
"4513",1981,1,0.25,37,0.027027027027027
"4514",1982,4,0.25,38,0.105263157894737
"4515",1983,1,0.25,35,0.0285714285714286
"4516",1984,5,0.25,41,0.121951219512195
"4517",1985,13,0.25,55,0.236363636363636
"4518",1986,10,0.25,47,0.212765957446809
"4519",1987,3,0.25,36,0.0833333333333333
"4520",1988,0,0.25,36,0
"4521",1989,7,0.25,46,0.152173913043478
"4522",1990,8,0.25,51,0.156862745098039
"4523",1991,13,0.25,43,0.302325581395349
"4524",1992,9,0.25,45,0.2
"4525",1993,7,0.25,44,0.159090909090909
"4526",1994,7,0.25,38,0.184210526315789
"4527",1995,13,0.25,47,0.276595744680851
"4528",1996,8,0.25,38,0.210526315789474
"4529",1997,6,0.25,36,0.166666666666667
"4530",1998,6,0.25,52,0.115384615384615
"4531",1999,12,0.25,49,0.244897959183673
"4532",2000,11,0.25,52,0.211538461538462
"4533",2001,13,0.25,67,0.194029850746269
"4534",2002,12,0.25,46,0.260869565217391
"4535",2003,6,0.25,44,0.136363636363636
"4536",2004,4,0.25,49,0.0816326530612245
"4537",2005,7,0.25,44,0.159090909090909
"4538",2006,6,0.25,50,0.12
"4539",2007,9,0.25,65,0.138461538461538
"4540",2008,4,0.25,53,0.0754716981132075
"4541",2009,7,0.25,48,0.145833333333333
"4542",2010,4,0.25,51,0.0784313725490196
"4543",2011,3,0.25,58,0.0517241379310345
"4544",2012,2,0.25,56,0.0357142857142857
"4545",2013,7,0.25,57,0.12280701754386
"4546",2014,4,0.25,57,0.0701754385964912
"4547",2015,5,0.25,58,0.0862068965517241
"4548",2016,9,0.25,60,0.15
"4549",2017,9,0.25,69,0.130434782608696
"4550",2018,11,0.25,62,0.17741935483871
"4551",1969,4,0.275,32,0.125
"4552",1970,1,0.275,35,0.0285714285714286
"4553",1971,3,0.275,44,0.0681818181818182
"4554",1972,6,0.275,49,0.122448979591837
"4555",1973,7,0.275,41,0.170731707317073
"4556",1974,5,0.275,45,0.111111111111111
"4557",1975,6,0.275,36,0.166666666666667
"4558",1976,3,0.275,33,0.0909090909090909
"4559",1977,2,0.275,55,0.0363636363636364
"4560",1978,2,0.275,35,0.0571428571428571
"4561",1979,7,0.275,42,0.166666666666667
"4562",1980,10,0.275,45,0.222222222222222
"4563",1981,1,0.275,37,0.027027027027027
"4564",1982,4,0.275,38,0.105263157894737
"4565",1983,1,0.275,35,0.0285714285714286
"4566",1984,4,0.275,41,0.0975609756097561
"4567",1985,13,0.275,55,0.236363636363636
"4568",1986,8,0.275,47,0.170212765957447
"4569",1987,3,0.275,36,0.0833333333333333
"4570",1988,0,0.275,36,0
"4571",1989,6,0.275,46,0.130434782608696
"4572",1990,8,0.275,51,0.156862745098039
"4573",1991,11,0.275,43,0.255813953488372
"4574",1992,9,0.275,45,0.2
"4575",1993,7,0.275,44,0.159090909090909
"4576",1994,7,0.275,38,0.184210526315789
"4577",1995,13,0.275,47,0.276595744680851
"4578",1996,8,0.275,38,0.210526315789474
"4579",1997,6,0.275,36,0.166666666666667
"4580",1998,6,0.275,52,0.115384615384615
"4581",1999,10,0.275,49,0.204081632653061
"4582",2000,11,0.275,52,0.211538461538462
"4583",2001,13,0.275,67,0.194029850746269
"4584",2002,12,0.275,46,0.260869565217391
"4585",2003,6,0.275,44,0.136363636363636
"4586",2004,4,0.275,49,0.0816326530612245
"4587",2005,7,0.275,44,0.159090909090909
"4588",2006,6,0.275,50,0.12
"4589",2007,9,0.275,65,0.138461538461538
"4590",2008,4,0.275,53,0.0754716981132075
"4591",2009,7,0.275,48,0.145833333333333
"4592",2010,4,0.275,51,0.0784313725490196
"4593",2011,3,0.275,58,0.0517241379310345
"4594",2012,1,0.275,56,0.0178571428571429
"4595",2013,7,0.275,57,0.12280701754386
"4596",2014,4,0.275,57,0.0701754385964912
"4597",2015,5,0.275,58,0.0862068965517241
"4598",2016,9,0.275,60,0.15
"4599",2017,9,0.275,69,0.130434782608696
"4600",2018,11,0.275,62,0.17741935483871
"4601",1969,4,0.3,32,0.125
"4602",1970,1,0.3,35,0.0285714285714286
"4603",1971,2,0.3,44,0.0454545454545455
"4604",1972,6,0.3,49,0.122448979591837
"4605",1973,7,0.3,41,0.170731707317073
"4606",1974,5,0.3,45,0.111111111111111
"4607",1975,6,0.3,36,0.166666666666667
"4608",1976,2,0.3,33,0.0606060606060606
"4609",1977,2,0.3,55,0.0363636363636364
"4610",1978,2,0.3,35,0.0571428571428571
"4611",1979,5,0.3,42,0.119047619047619
"4612",1980,10,0.3,45,0.222222222222222
"4613",1981,1,0.3,37,0.027027027027027
"4614",1982,3,0.3,38,0.0789473684210526
"4615",1983,1,0.3,35,0.0285714285714286
"4616",1984,3,0.3,41,0.0731707317073171
"4617",1985,12,0.3,55,0.218181818181818
"4618",1986,8,0.3,47,0.170212765957447
"4619",1987,3,0.3,36,0.0833333333333333
"4620",1988,0,0.3,36,0
"4621",1989,6,0.3,46,0.130434782608696
"4622",1990,7,0.3,51,0.137254901960784
"4623",1991,11,0.3,43,0.255813953488372
"4624",1992,9,0.3,45,0.2
"4625",1993,6,0.3,44,0.136363636363636
"4626",1994,7,0.3,38,0.184210526315789
"4627",1995,12,0.3,47,0.25531914893617
"4628",1996,8,0.3,38,0.210526315789474
"4629",1997,6,0.3,36,0.166666666666667
"4630",1998,6,0.3,52,0.115384615384615
"4631",1999,10,0.3,49,0.204081632653061
"4632",2000,11,0.3,52,0.211538461538462
"4633",2001,10,0.3,67,0.149253731343284
"4634",2002,11,0.3,46,0.239130434782609
"4635",2003,6,0.3,44,0.136363636363636
"4636",2004,3,0.3,49,0.0612244897959184
"4637",2005,6,0.3,44,0.136363636363636
"4638",2006,6,0.3,50,0.12
"4639",2007,9,0.3,65,0.138461538461538
"4640",2008,4,0.3,53,0.0754716981132075
"4641",2009,7,0.3,48,0.145833333333333
"4642",2010,4,0.3,51,0.0784313725490196
"4643",2011,2,0.3,58,0.0344827586206897
"4644",2012,1,0.3,56,0.0178571428571429
"4645",2013,7,0.3,57,0.12280701754386
"4646",2014,4,0.3,57,0.0701754385964912
"4647",2015,5,0.3,58,0.0862068965517241
"4648",2016,9,0.3,60,0.15
"4649",2017,9,0.3,69,0.130434782608696
"4650",2018,10,0.3,62,0.161290322580645
"4651",1969,4,0.325,32,0.125
"4652",1970,1,0.325,35,0.0285714285714286
"4653",1971,2,0.325,44,0.0454545454545455
"4654",1972,6,0.325,49,0.122448979591837
"4655",1973,7,0.325,41,0.170731707317073
"4656",1974,5,0.325,45,0.111111111111111
"4657",1975,5,0.325,36,0.138888888888889
"4658",1976,2,0.325,33,0.0606060606060606
"4659",1977,2,0.325,55,0.0363636363636364
"4660",1978,2,0.325,35,0.0571428571428571
"4661",1979,5,0.325,42,0.119047619047619
"4662",1980,8,0.325,45,0.177777777777778
"4663",1981,1,0.325,37,0.027027027027027
"4664",1982,3,0.325,38,0.0789473684210526
"4665",1983,1,0.325,35,0.0285714285714286
"4666",1984,3,0.325,41,0.0731707317073171
"4667",1985,8,0.325,55,0.145454545454545
"4668",1986,7,0.325,47,0.148936170212766
"4669",1987,3,0.325,36,0.0833333333333333
"4670",1988,0,0.325,36,0
"4671",1989,6,0.325,46,0.130434782608696
"4672",1990,7,0.325,51,0.137254901960784
"4673",1991,11,0.325,43,0.255813953488372
"4674",1992,9,0.325,45,0.2
"4675",1993,6,0.325,44,0.136363636363636
"4676",1994,6,0.325,38,0.157894736842105
"4677",1995,12,0.325,47,0.25531914893617
"4678",1996,8,0.325,38,0.210526315789474
"4679",1997,6,0.325,36,0.166666666666667
"4680",1998,6,0.325,52,0.115384615384615
"4681",1999,8,0.325,49,0.163265306122449
"4682",2000,11,0.325,52,0.211538461538462
"4683",2001,10,0.325,67,0.149253731343284
"4684",2002,11,0.325,46,0.239130434782609
"4685",2003,6,0.325,44,0.136363636363636
"4686",2004,3,0.325,49,0.0612244897959184
"4687",2005,6,0.325,44,0.136363636363636
"4688",2006,6,0.325,50,0.12
"4689",2007,7,0.325,65,0.107692307692308
"4690",2008,4,0.325,53,0.0754716981132075
"4691",2009,7,0.325,48,0.145833333333333
"4692",2010,4,0.325,51,0.0784313725490196
"4693",2011,2,0.325,58,0.0344827586206897
"4694",2012,1,0.325,56,0.0178571428571429
"4695",2013,6,0.325,57,0.105263157894737
"4696",2014,3,0.325,57,0.0526315789473684
"4697",2015,4,0.325,58,0.0689655172413793
"4698",2016,9,0.325,60,0.15
"4699",2017,9,0.325,69,0.130434782608696
"4700",2018,10,0.325,62,0.161290322580645
"4701",1969,3,0.35,32,0.09375
"4702",1970,0,0.35,35,0
"4703",1971,2,0.35,44,0.0454545454545455
"4704",1972,6,0.35,49,0.122448979591837
"4705",1973,7,0.35,41,0.170731707317073
"4706",1974,5,0.35,45,0.111111111111111
"4707",1975,5,0.35,36,0.138888888888889
"4708",1976,1,0.35,33,0.0303030303030303
"4709",1977,2,0.35,55,0.0363636363636364
"4710",1978,2,0.35,35,0.0571428571428571
"4711",1979,5,0.35,42,0.119047619047619
"4712",1980,7,0.35,45,0.155555555555556
"4713",1981,1,0.35,37,0.027027027027027
"4714",1982,3,0.35,38,0.0789473684210526
"4715",1983,1,0.35,35,0.0285714285714286
"4716",1984,3,0.35,41,0.0731707317073171
"4717",1985,8,0.35,55,0.145454545454545
"4718",1986,7,0.35,47,0.148936170212766
"4719",1987,3,0.35,36,0.0833333333333333
"4720",1988,0,0.35,36,0
"4721",1989,6,0.35,46,0.130434782608696
"4722",1990,7,0.35,51,0.137254901960784
"4723",1991,9,0.35,43,0.209302325581395
"4724",1992,8,0.35,45,0.177777777777778
"4725",1993,5,0.35,44,0.113636363636364
"4726",1994,6,0.35,38,0.157894736842105
"4727",1995,12,0.35,47,0.25531914893617
"4728",1996,8,0.35,38,0.210526315789474
"4729",1997,6,0.35,36,0.166666666666667
"4730",1998,6,0.35,52,0.115384615384615
"4731",1999,8,0.35,49,0.163265306122449
"4732",2000,10,0.35,52,0.192307692307692
"4733",2001,10,0.35,67,0.149253731343284
"4734",2002,11,0.35,46,0.239130434782609
"4735",2003,6,0.35,44,0.136363636363636
"4736",2004,3,0.35,49,0.0612244897959184
"4737",2005,6,0.35,44,0.136363636363636
"4738",2006,5,0.35,50,0.1
"4739",2007,6,0.35,65,0.0923076923076923
"4740",2008,4,0.35,53,0.0754716981132075
"4741",2009,7,0.35,48,0.145833333333333
"4742",2010,4,0.35,51,0.0784313725490196
"4743",2011,2,0.35,58,0.0344827586206897
"4744",2012,1,0.35,56,0.0178571428571429
"4745",2013,6,0.35,57,0.105263157894737
"4746",2014,3,0.35,57,0.0526315789473684
"4747",2015,4,0.35,58,0.0689655172413793
"4748",2016,9,0.35,60,0.15
"4749",2017,8,0.35,69,0.115942028985507
"4750",2018,10,0.35,62,0.161290322580645
"4751",1969,3,0.375,32,0.09375
"4752",1970,0,0.375,35,0
"4753",1971,2,0.375,44,0.0454545454545455
"4754",1972,6,0.375,49,0.122448979591837
"4755",1973,7,0.375,41,0.170731707317073
"4756",1974,5,0.375,45,0.111111111111111
"4757",1975,5,0.375,36,0.138888888888889
"4758",1976,1,0.375,33,0.0303030303030303
"4759",1977,2,0.375,55,0.0363636363636364
"4760",1978,2,0.375,35,0.0571428571428571
"4761",1979,4,0.375,42,0.0952380952380952
"4762",1980,7,0.375,45,0.155555555555556
"4763",1981,1,0.375,37,0.027027027027027
"4764",1982,2,0.375,38,0.0526315789473684
"4765",1983,1,0.375,35,0.0285714285714286
"4766",1984,3,0.375,41,0.0731707317073171
"4767",1985,8,0.375,55,0.145454545454545
"4768",1986,6,0.375,47,0.127659574468085
"4769",1987,3,0.375,36,0.0833333333333333
"4770",1988,0,0.375,36,0
"4771",1989,4,0.375,46,0.0869565217391304
"4772",1990,7,0.375,51,0.137254901960784
"4773",1991,9,0.375,43,0.209302325581395
"4774",1992,8,0.375,45,0.177777777777778
"4775",1993,5,0.375,44,0.113636363636364
"4776",1994,4,0.375,38,0.105263157894737
"4777",1995,12,0.375,47,0.25531914893617
"4778",1996,8,0.375,38,0.210526315789474
"4779",1997,6,0.375,36,0.166666666666667
"4780",1998,6,0.375,52,0.115384615384615
"4781",1999,8,0.375,49,0.163265306122449
"4782",2000,10,0.375,52,0.192307692307692
"4783",2001,9,0.375,67,0.134328358208955
"4784",2002,11,0.375,46,0.239130434782609
"4785",2003,6,0.375,44,0.136363636363636
"4786",2004,3,0.375,49,0.0612244897959184
"4787",2005,5,0.375,44,0.113636363636364
"4788",2006,5,0.375,50,0.1
"4789",2007,6,0.375,65,0.0923076923076923
"4790",2008,4,0.375,53,0.0754716981132075
"4791",2009,7,0.375,48,0.145833333333333
"4792",2010,4,0.375,51,0.0784313725490196
"4793",2011,2,0.375,58,0.0344827586206897
"4794",2012,1,0.375,56,0.0178571428571429
"4795",2013,6,0.375,57,0.105263157894737
"4796",2014,3,0.375,57,0.0526315789473684
"4797",2015,4,0.375,58,0.0689655172413793
"4798",2016,9,0.375,60,0.15
"4799",2017,8,0.375,69,0.115942028985507
"4800",2018,10,0.375,62,0.161290322580645
"4801",1969,3,0.4,32,0.09375
"4802",1970,0,0.4,35,0
"4803",1971,1,0.4,44,0.0227272727272727
"4804",1972,6,0.4,49,0.122448979591837
"4805",1973,6,0.4,41,0.146341463414634
"4806",1974,4,0.4,45,0.0888888888888889
"4807",1975,4,0.4,36,0.111111111111111
