"","Year","cbns","threshold","retirees","prop"
"3777",1995,20,-0.125,47,0.425531914893617
"3778",1996,13,-0.125,38,0.342105263157895
"3779",1997,10,-0.125,36,0.277777777777778
"3780",1998,15,-0.125,52,0.288461538461538
"3781",1999,22,-0.125,49,0.448979591836735
"3782",2000,23,-0.125,52,0.442307692307692
"3783",2001,24,-0.125,67,0.358208955223881
"3784",2002,16,-0.125,46,0.347826086956522
"3785",2003,13,-0.125,44,0.295454545454545
"3786",2004,12,-0.125,49,0.244897959183673
"3787",2005,13,-0.125,44,0.295454545454545
"3788",2006,13,-0.125,50,0.26
"3789",2007,14,-0.125,65,0.215384615384615
"3790",2008,10,-0.125,53,0.188679245283019
"3791",2009,12,-0.125,48,0.25
"3792",2010,9,-0.125,51,0.176470588235294
"3793",2011,11,-0.125,58,0.189655172413793
"3794",2012,18,-0.125,56,0.321428571428571
"3795",2013,10,-0.125,57,0.175438596491228
"3796",2014,13,-0.125,57,0.228070175438596
"3797",2015,10,-0.125,58,0.172413793103448
"3798",2016,14,-0.125,60,0.233333333333333
"3799",2017,16,-0.125,69,0.231884057971014
"3800",2018,18,-0.125,62,0.290322580645161
"3801",1969,10,-0.0999999999999999,32,0.3125
"3802",1970,5,-0.0999999999999999,35,0.142857142857143
"3803",1971,10,-0.0999999999999999,44,0.227272727272727
"3804",1972,12,-0.0999999999999999,49,0.244897959183673
"3805",1973,12,-0.0999999999999999,41,0.292682926829268
"3806",1974,13,-0.0999999999999999,45,0.288888888888889
"3807",1975,9,-0.0999999999999999,36,0.25
"3808",1976,9,-0.0999999999999999,33,0.272727272727273
"3809",1977,8,-0.0999999999999999,55,0.145454545454545
"3810",1978,9,-0.0999999999999999,35,0.257142857142857
"3811",1979,15,-0.0999999999999999,42,0.357142857142857
"3812",1980,14,-0.0999999999999999,45,0.311111111111111
"3813",1981,3,-0.0999999999999999,37,0.0810810810810811
"3814",1982,9,-0.0999999999999999,38,0.236842105263158
"3815",1983,10,-0.0999999999999999,35,0.285714285714286
"3816",1984,12,-0.0999999999999999,41,0.292682926829268
"3817",1985,20,-0.0999999999999999,55,0.363636363636364
"3818",1986,17,-0.0999999999999999,47,0.361702127659574
"3819",1987,8,-0.0999999999999999,36,0.222222222222222
"3820",1988,8,-0.0999999999999999,36,0.222222222222222
"3821",1989,16,-0.0999999999999999,46,0.347826086956522
"3822",1990,15,-0.0999999999999999,51,0.294117647058824
"3823",1991,20,-0.0999999999999999,43,0.465116279069767
"3824",1992,18,-0.0999999999999999,45,0.4
"3825",1993,17,-0.0999999999999999,44,0.386363636363636
"3826",1994,11,-0.0999999999999999,38,0.289473684210526
"3827",1995,20,-0.0999999999999999,47,0.425531914893617
"3828",1996,13,-0.0999999999999999,38,0.342105263157895
"3829",1997,9,-0.0999999999999999,36,0.25
"3830",1998,15,-0.0999999999999999,52,0.288461538461538
"3831",1999,22,-0.0999999999999999,49,0.448979591836735
"3832",2000,21,-0.0999999999999999,52,0.403846153846154
"3833",2001,24,-0.0999999999999999,67,0.358208955223881
"3834",2002,16,-0.0999999999999999,46,0.347826086956522
"3835",2003,13,-0.0999999999999999,44,0.295454545454545
"3836",2004,12,-0.0999999999999999,49,0.244897959183673
"3837",2005,13,-0.0999999999999999,44,0.295454545454545
"3838",2006,13,-0.0999999999999999,50,0.26
"3839",2007,14,-0.0999999999999999,65,0.215384615384615
"3840",2008,9,-0.0999999999999999,53,0.169811320754717
"3841",2009,10,-0.0999999999999999,48,0.208333333333333
"3842",2010,7,-0.0999999999999999,51,0.137254901960784
"3843",2011,11,-0.0999999999999999,58,0.189655172413793
"3844",2012,18,-0.0999999999999999,56,0.321428571428571
"3845",2013,10,-0.0999999999999999,57,0.175438596491228
"3846",2014,13,-0.0999999999999999,57,0.228070175438596
"3847",2015,10,-0.0999999999999999,58,0.172413793103448
"3848",2016,14,-0.0999999999999999,60,0.233333333333333
"3849",2017,16,-0.0999999999999999,69,0.231884057971014
"3850",2018,18,-0.0999999999999999,62,0.290322580645161
"3851",1969,10,-0.075,32,0.3125
"3852",1970,4,-0.075,35,0.114285714285714
"3853",1971,7,-0.075,44,0.159090909090909
"3854",1972,12,-0.075,49,0.244897959183673
"3855",1973,10,-0.075,41,0.24390243902439
"3856",1974,9,-0.075,45,0.2
"3857",1975,9,-0.075,36,0.25
"3858",1976,6,-0.075,33,0.181818181818182
"3859",1977,8,-0.075,55,0.145454545454545
"3860",1978,8,-0.075,35,0.228571428571429
"3861",1979,12,-0.075,42,0.285714285714286
"3862",1980,13,-0.075,45,0.288888888888889
"3863",1981,3,-0.075,37,0.0810810810810811
"3864",1982,9,-0.075,38,0.236842105263158
"3865",1983,10,-0.075,35,0.285714285714286
"3866",1984,12,-0.075,41,0.292682926829268
"3867",1985,20,-0.075,55,0.363636363636364
"3868",1986,15,-0.075,47,0.319148936170213
"3869",1987,8,-0.075,36,0.222222222222222
"3870",1988,6,-0.075,36,0.166666666666667
"3871",1989,15,-0.075,46,0.326086956521739
"3872",1990,10,-0.075,51,0.196078431372549
"3873",1991,18,-0.075,43,0.418604651162791
"3874",1992,17,-0.075,45,0.377777777777778
"3875",1993,17,-0.075,44,0.386363636363636
"3876",1994,11,-0.075,38,0.289473684210526
"3877",1995,20,-0.075,47,0.425531914893617
"3878",1996,13,-0.075,38,0.342105263157895
"3879",1997,9,-0.075,36,0.25
"3880",1998,11,-0.075,52,0.211538461538462
"3881",1999,18,-0.075,49,0.36734693877551
"3882",2000,21,-0.075,52,0.403846153846154
"3883",2001,24,-0.075,67,0.358208955223881
"3884",2002,16,-0.075,46,0.347826086956522
"3885",2003,11,-0.075,44,0.25
"3886",2004,10,-0.075,49,0.204081632653061
"3887",2005,12,-0.075,44,0.272727272727273
"3888",2006,11,-0.075,50,0.22
"3889",2007,12,-0.075,65,0.184615384615385
"3890",2008,8,-0.075,53,0.150943396226415
"3891",2009,8,-0.075,48,0.166666666666667
"3892",2010,7,-0.075,51,0.137254901960784
"3893",2011,9,-0.075,58,0.155172413793103
"3894",2012,18,-0.075,56,0.321428571428571
"3895",2013,10,-0.075,57,0.175438596491228
"3896",2014,10,-0.075,57,0.175438596491228
"3897",2015,9,-0.075,58,0.155172413793103
"3898",2016,14,-0.075,60,0.233333333333333
"3899",2017,15,-0.075,69,0.217391304347826
"3900",2018,16,-0.075,62,0.258064516129032
"3901",1969,10,-0.0499999999999998,32,0.3125
"3902",1970,4,-0.0499999999999998,35,0.114285714285714
"3903",1971,7,-0.0499999999999998,44,0.159090909090909
"3904",1972,11,-0.0499999999999998,49,0.224489795918367
"3905",1973,10,-0.0499999999999998,41,0.24390243902439
"3906",1974,9,-0.0499999999999998,45,0.2
"3907",1975,9,-0.0499999999999998,36,0.25
"3908",1976,5,-0.0499999999999998,33,0.151515151515152
"3909",1977,6,-0.0499999999999998,55,0.109090909090909
"3910",1978,7,-0.0499999999999998,35,0.2
"3911",1979,12,-0.0499999999999998,42,0.285714285714286
"3912",1980,13,-0.0499999999999998,45,0.288888888888889
"3913",1981,3,-0.0499999999999998,37,0.0810810810810811
"3914",1982,9,-0.0499999999999998,38,0.236842105263158
"3915",1983,9,-0.0499999999999998,35,0.257142857142857
"3916",1984,11,-0.0499999999999998,41,0.268292682926829
"3917",1985,20,-0.0499999999999998,55,0.363636363636364
"3918",1986,15,-0.0499999999999998,47,0.319148936170213
"3919",1987,6,-0.0499999999999998,36,0.166666666666667
"3920",1988,6,-0.0499999999999998,36,0.166666666666667
"3921",1989,15,-0.0499999999999998,46,0.326086956521739
"3922",1990,10,-0.0499999999999998,51,0.196078431372549
"3923",1991,18,-0.0499999999999998,43,0.418604651162791
"3924",1992,17,-0.0499999999999998,45,0.377777777777778
"3925",1993,17,-0.0499999999999998,44,0.386363636363636
"3926",1994,11,-0.0499999999999998,38,0.289473684210526
"3927",1995,20,-0.0499999999999998,47,0.425531914893617
"3928",1996,11,-0.0499999999999998,38,0.289473684210526
"3929",1997,9,-0.0499999999999998,36,0.25
"3930",1998,11,-0.0499999999999998,52,0.211538461538462
"3931",1999,18,-0.0499999999999998,49,0.36734693877551
"3932",2000,21,-0.0499999999999998,52,0.403846153846154
"3933",2001,21,-0.0499999999999998,67,0.313432835820896
"3934",2002,16,-0.0499999999999998,46,0.347826086956522
"3935",2003,11,-0.0499999999999998,44,0.25
"3936",2004,10,-0.0499999999999998,49,0.204081632653061
"3937",2005,11,-0.0499999999999998,44,0.25
"3938",2006,11,-0.0499999999999998,50,0.22
"3939",2007,12,-0.0499999999999998,65,0.184615384615385
"3940",2008,8,-0.0499999999999998,53,0.150943396226415
"3941",2009,8,-0.0499999999999998,48,0.166666666666667
"3942",2010,7,-0.0499999999999998,51,0.137254901960784
"3943",2011,9,-0.0499999999999998,58,0.155172413793103
"3944",2012,15,-0.0499999999999998,56,0.267857142857143
"3945",2013,10,-0.0499999999999998,57,0.175438596491228
"3946",2014,10,-0.0499999999999998,57,0.175438596491228
"3947",2015,9,-0.0499999999999998,58,0.155172413793103
"3948",2016,14,-0.0499999999999998,60,0.233333333333333
"3949",2017,15,-0.0499999999999998,69,0.217391304347826
"3950",2018,16,-0.0499999999999998,62,0.258064516129032
"3951",1969,7,-0.0249999999999999,32,0.21875
"3952",1970,4,-0.0249999999999999,35,0.114285714285714
"3953",1971,6,-0.0249999999999999,44,0.136363636363636
"3954",1972,11,-0.0249999999999999,49,0.224489795918367
"3955",1973,10,-0.0249999999999999,41,0.24390243902439
"3956",1974,9,-0.0249999999999999,45,0.2
"3957",1975,9,-0.0249999999999999,36,0.25
"3958",1976,5,-0.0249999999999999,33,0.151515151515152
"3959",1977,4,-0.0249999999999999,55,0.0727272727272727
"3960",1978,7,-0.0249999999999999,35,0.2
"3961",1979,12,-0.0249999999999999,42,0.285714285714286
"3962",1980,13,-0.0249999999999999,45,0.288888888888889
"3963",1981,3,-0.0249999999999999,37,0.0810810810810811
"3964",1982,9,-0.0249999999999999,38,0.236842105263158
"3965",1983,9,-0.0249999999999999,35,0.257142857142857
"3966",1984,11,-0.0249999999999999,41,0.268292682926829
"3967",1985,20,-0.0249999999999999,55,0.363636363636364
"3968",1986,15,-0.0249999999999999,47,0.319148936170213
"3969",1987,6,-0.0249999999999999,36,0.166666666666667
"3970",1988,6,-0.0249999999999999,36,0.166666666666667
"3971",1989,15,-0.0249999999999999,46,0.326086956521739
"3972",1990,10,-0.0249999999999999,51,0.196078431372549
"3973",1991,18,-0.0249999999999999,43,0.418604651162791
"3974",1992,17,-0.0249999999999999,45,0.377777777777778
"3975",1993,17,-0.0249999999999999,44,0.386363636363636
"3976",1994,9,-0.0249999999999999,38,0.236842105263158
"3977",1995,20,-0.0249999999999999,47,0.425531914893617
"3978",1996,11,-0.0249999999999999,38,0.289473684210526
"3979",1997,8,-0.0249999999999999,36,0.222222222222222
"3980",1998,11,-0.0249999999999999,52,0.211538461538462
"3981",1999,18,-0.0249999999999999,49,0.36734693877551
"3982",2000,21,-0.0249999999999999,52,0.403846153846154
"3983",2001,21,-0.0249999999999999,67,0.313432835820896
"3984",2002,16,-0.0249999999999999,46,0.347826086956522
"3985",2003,11,-0.0249999999999999,44,0.25
"3986",2004,7,-0.0249999999999999,49,0.142857142857143
"3987",2005,11,-0.0249999999999999,44,0.25
"3988",2006,11,-0.0249999999999999,50,0.22
"3989",2007,12,-0.0249999999999999,65,0.184615384615385
"3990",2008,8,-0.0249999999999999,53,0.150943396226415
"3991",2009,8,-0.0249999999999999,48,0.166666666666667
"3992",2010,6,-0.0249999999999999,51,0.117647058823529
"3993",2011,9,-0.0249999999999999,58,0.155172413793103
"3994",2012,15,-0.0249999999999999,56,0.267857142857143
"3995",2013,8,-0.0249999999999999,57,0.140350877192982
"3996",2014,10,-0.0249999999999999,57,0.175438596491228
"3997",2015,9,-0.0249999999999999,58,0.155172413793103
"3998",2016,14,-0.0249999999999999,60,0.233333333333333
"3999",2017,15,-0.0249999999999999,69,0.217391304347826
"4000",2018,16,-0.0249999999999999,62,0.258064516129032
"4001",1969,7,0,32,0.21875
"4002",1970,3,0,35,0.0857142857142857
"4003",1971,6,0,44,0.136363636363636
"4004",1972,10,0,49,0.204081632653061
"4005",1973,9,0,41,0.219512195121951
"4006",1974,6,0,45,0.133333333333333
"4007",1975,7,0,36,0.194444444444444
"4008",1976,5,0,33,0.151515151515152
"4009",1977,4,0,55,0.0727272727272727
"4010",1978,5,0,35,0.142857142857143
"4011",1979,10,0,42,0.238095238095238
"4012",1980,11,0,45,0.244444444444444
"4013",1981,3,0,37,0.0810810810810811
"4014",1982,7,0,38,0.184210526315789
"4015",1983,3,0,35,0.0857142857142857
"4016",1984,9,0,41,0.219512195121951
"4017",1985,18,0,55,0.327272727272727
"4018",1986,13,0,47,0.276595744680851
"4019",1987,5,0,36,0.138888888888889
"4020",1988,4,0,36,0.111111111111111
"4021",1989,12,0,46,0.260869565217391
"4022",1990,9,0,51,0.176470588235294
"4023",1991,16,0,43,0.372093023255814
"4024",1992,13,0,45,0.288888888888889
"4025",1993,15,0,44,0.340909090909091
"4026",1994,9,0,38,0.236842105263158
"4027",1995,18,0,47,0.382978723404255
"4028",1996,11,0,38,0.289473684210526
"4029",1997,8,0,36,0.222222222222222
"4030",1998,9,0,52,0.173076923076923
"4031",1999,17,0,49,0.346938775510204
"4032",2000,20,0,52,0.384615384615385
"4033",2001,19,0,67,0.283582089552239
"4034",2002,16,0,46,0.347826086956522
"4035",2003,8,0,44,0.181818181818182
"4036",2004,6,0,49,0.122448979591837
"4037",2005,7,0,44,0.159090909090909
"4038",2006,10,0,50,0.2
"4039",2007,11,0,65,0.169230769230769
"4040",2008,7,0,53,0.132075471698113
"4041",2009,7,0,48,0.145833333333333
"4042",2010,6,0,51,0.117647058823529
"4043",2011,8,0,58,0.137931034482759
"4044",2012,9,0,56,0.160714285714286
"4045",2013,8,0,57,0.140350877192982
"4046",2014,10,0,57,0.175438596491228
"4047",2015,7,0,58,0.120689655172414
"4048",2016,12,0,60,0.2
"4049",2017,13,0,69,0.188405797101449
"4050",2018,14,0,62,0.225806451612903
"4051",1969,7,0.0249999999999999,32,0.21875
"4052",1970,3,0.0249999999999999,35,0.0857142857142857
"4053",1971,6,0.0249999999999999,44,0.136363636363636
"4054",1972,10,0.0249999999999999,49,0.204081632653061
"4055",1973,9,0.0249999999999999,41,0.219512195121951
"4056",1974,6,0.0249999999999999,45,0.133333333333333
"4057",1975,7,0.0249999999999999,36,0.194444444444444
"4058",1976,5,0.0249999999999999,33,0.151515151515152
"4059",1977,4,0.0249999999999999,55,0.0727272727272727
"4060",1978,5,0.0249999999999999,35,0.142857142857143
"4061",1979,10,0.0249999999999999,42,0.238095238095238
"4062",1980,11,0.0249999999999999,45,0.244444444444444
"4063",1981,3,0.0249999999999999,37,0.0810810810810811
"4064",1982,7,0.0249999999999999,38,0.184210526315789
"4065",1983,3,0.0249999999999999,35,0.0857142857142857
"4066",1984,9,0.0249999999999999,41,0.219512195121951
"4067",1985,18,0.0249999999999999,55,0.327272727272727
"4068",1986,13,0.0249999999999999,47,0.276595744680851
"4069",1987,5,0.0249999999999999,36,0.138888888888889
"4070",1988,4,0.0249999999999999,36,0.111111111111111
"4071",1989,12,0.0249999999999999,46,0.260869565217391
"4072",1990,9,0.0249999999999999,51,0.176470588235294
"4073",1991,16,0.0249999999999999,43,0.372093023255814
"4074",1992,13,0.0249999999999999,45,0.288888888888889
"4075",1993,15,0.0249999999999999,44,0.340909090909091
"4076",1994,9,0.0249999999999999,38,0.236842105263158
"4077",1995,18,0.0249999999999999,47,0.382978723404255
"4078",1996,11,0.0249999999999999,38,0.289473684210526
"4079",1997,8,0.0249999999999999,36,0.222222222222222
"4080",1998,9,0.0249999999999999,52,0.173076923076923
"4081",1999,17,0.0249999999999999,49,0.346938775510204
"4082",2000,20,0.0249999999999999,52,0.384615384615385
"4083",2001,19,0.0249999999999999,67,0.283582089552239
"4084",2002,16,0.0249999999999999,46,0.347826086956522
"4085",2003,8,0.0249999999999999,44,0.181818181818182
"4086",2004,6,0.0249999999999999,49,0.122448979591837
"4087",2005,7,0.0249999999999999,44,0.159090909090909
"4088",2006,10,0.0249999999999999,50,0.2
"4089",2007,11,0.0249999999999999,65,0.169230769230769
"4090",2008,7,0.0249999999999999,53,0.132075471698113
"4091",2009,7,0.0249999999999999,48,0.145833333333333
"4092",2010,6,0.0249999999999999,51,0.117647058823529
"4093",2011,8,0.0249999999999999,58,0.137931034482759
"4094",2012,9,0.0249999999999999,56,0.160714285714286
"4095",2013,8,0.0249999999999999,57,0.140350877192982
"4096",2014,10,0.0249999999999999,57,0.175438596491228
"4097",2015,7,0.0249999999999999,58,0.120689655172414
"4098",2016,12,0.0249999999999999,60,0.2
"4099",2017,13,0.0249999999999999,69,0.188405797101449
"4100",2018,14,0.0249999999999999,62,0.225806451612903
"4101",1969,5,0.0500000000000003,32,0.15625
"4102",1970,3,0.0500000000000003,35,0.0857142857142857
"4103",1971,5,0.0500000000000003,44,0.113636363636364
"4104",1972,10,0.0500000000000003,49,0.204081632653061
"4105",1973,9,0.0500000000000003,41,0.219512195121951
"4106",1974,6,0.0500000000000003,45,0.133333333333333
"4107",1975,7,0.0500000000000003,36,0.194444444444444
"4108",1976,5,0.0500000000000003,33,0.151515151515152
"4109",1977,3,0.0500000000000003,55,0.0545454545454545
"4110",1978,5,0.0500000000000003,35,0.142857142857143
"4111",1979,10,0.0500000000000003,42,0.238095238095238
"4112",1980,10,0.0500000000000003,45,0.222222222222222
"4113",1981,3,0.0500000000000003,37,0.0810810810810811
"4114",1982,7,0.0500000000000003,38,0.184210526315789
"4115",1983,3,0.0500000000000003,35,0.0857142857142857
"4116",1984,9,0.0500000000000003,41,0.219512195121951
"4117",1985,18,0.0500000000000003,55,0.327272727272727
"4118",1986,13,0.0500000000000003,47,0.276595744680851
"4119",1987,5,0.0500000000000003,36,0.138888888888889
"4120",1988,3,0.0500000000000003,36,0.0833333333333333
"4121",1989,12,0.0500000000000003,46,0.260869565217391
"4122",1990,9,0.0500000000000003,51,0.176470588235294
"4123",1991,16,0.0500000000000003,43,0.372093023255814
"4124",1992,13,0.0500000000000003,45,0.288888888888889
"4125",1993,15,0.0500000000000003,44,0.340909090909091
"4126",1994,9,0.0500000000000003,38,0.236842105263158
"4127",1995,18,0.0500000000000003,47,0.382978723404255
"4128",1996,11,0.0500000000000003,38,0.289473684210526
"4129",1997,8,0.0500000000000003,36,0.222222222222222
"4130",1998,9,0.0500000000000003,52,0.173076923076923
"4131",1999,17,0.0500000000000003,49,0.346938775510204
"4132",2000,20,0.0500000000000003,52,0.384615384615385
"4133",2001,19,0.0500000000000003,67,0.283582089552239
"4134",2002,16,0.0500000000000003,46,0.347826086956522
"4135",2003,8,0.0500000000000003,44,0.181818181818182
"4136",2004,6,0.0500000000000003,49,0.122448979591837
"4137",2005,7,0.0500000000000003,44,0.159090909090909
"4138",2006,10,0.0500000000000003,50,0.2
"4139",2007,11,0.0500000000000003,65,0.169230769230769
"4140",2008,6,0.0500000000000003,53,0.113207547169811
"4141",2009,7,0.0500000000000003,48,0.145833333333333
"4142",2010,6,0.0500000000000003,51,0.117647058823529
"4143",2011,8,0.0500000000000003,58,0.137931034482759
"4144",2012,9,0.0500000000000003,56,0.160714285714286
"4145",2013,8,0.0500000000000003,57,0.140350877192982
"4146",2014,10,0.0500000000000003,57,0.175438596491228
"4147",2015,7,0.0500000000000003,58,0.120689655172414
"4148",2016,12,0.0500000000000003,60,0.2
"4149",2017,13,0.0500000000000003,69,0.188405797101449
"4150",2018,14,0.0500000000000003,62,0.225806451612903
"4151",1969,5,0.0750000000000002,32,0.15625
"4152",1970,3,0.0750000000000002,35,0.0857142857142857
"4153",1971,5,0.0750000000000002,44,0.113636363636364
"4154",1972,9,0.0750000000000002,49,0.183673469387755
"4155",1973,9,0.0750000000000002,41,0.219512195121951
"4156",1974,6,0.0750000000000002,45,0.133333333333333
"4157",1975,7,0.0750000000000002,36,0.194444444444444
"4158",1976,5,0.0750000000000002,33,0.151515151515152
"4159",1977,3,0.0750000000000002,55,0.0545454545454545
"4160",1978,4,0.0750000000000002,35,0.114285714285714
"4161",1979,10,0.0750000000000002,42,0.238095238095238
"4162",1980,10,0.0750000000000002,45,0.222222222222222
"4163",1981,3,0.0750000000000002,37,0.0810810810810811
"4164",1982,4,0.0750000000000002,38,0.105263157894737
"4165",1983,3,0.0750000000000002,35,0.0857142857142857
"4166",1984,8,0.0750000000000002,41,0.195121951219512
"4167",1985,17,0.0750000000000002,55,0.309090909090909
"4168",1986,13,0.0750000000000002,47,0.276595744680851
"4169",1987,4,0.0750000000000002,36,0.111111111111111
"4170",1988,3,0.0750000000000002,36,0.0833333333333333
"4171",1989,12,0.0750000000000002,46,0.260869565217391
"4172",1990,9,0.0750000000000002,51,0.176470588235294
"4173",1991,16,0.0750000000000002,43,0.372093023255814
"4174",1992,12,0.0750000000000002,45,0.266666666666667
"4175",1993,11,0.0750000000000002,44,0.25
"4176",1994,9,0.0750000000000002,38,0.236842105263158
"4177",1995,18,0.0750000000000002,47,0.382978723404255
"4178",1996,9,0.0750000000000002,38,0.236842105263158
"4179",1997,8,0.0750000000000002,36,0.222222222222222
"4180",1998,9,0.0750000000000002,52,0.173076923076923
"4181",1999,16,0.0750000000000002,49,0.326530612244898
"4182",2000,20,0.0750000000000002,52,0.384615384615385
"4183",2001,18,0.0750000000000002,67,0.26865671641791
"4184",2002,16,0.0750000000000002,46,0.347826086956522
"4185",2003,8,0.0750000000000002,44,0.181818181818182
"4186",2004,6,0.0750000000000002,49,0.122448979591837
"4187",2005,7,0.0750000000000002,44,0.159090909090909
"4188",2006,10,0.0750000000000002,50,0.2
"4189",2007,11,0.0750000000000002,65,0.169230769230769
"4190",2008,6,0.0750000000000002,53,0.113207547169811
"4191",2009,7,0.0750000000000002,48,0.145833333333333
"4192",2010,6,0.0750000000000002,51,0.117647058823529
"4193",2011,8,0.0750000000000002,58,0.137931034482759
"4194",2012,6,0.0750000000000002,56,0.107142857142857
"4195",2013,8,0.0750000000000002,57,0.140350877192982
"4196",2014,10,0.0750000000000002,57,0.175438596491228
"4197",2015,7,0.0750000000000002,58,0.120689655172414
"4198",2016,12,0.0750000000000002,60,0.2
"4199",2017,13,0.0750000000000002,69,0.188405797101449
"4200",2018,14,0.0750000000000002,62,0.225806451612903
"4201",1969,5,0.1,32,0.15625
"4202",1970,3,0.1,35,0.0857142857142857
"4203",1971,4,0.1,44,0.0909090909090909
"4204",1972,9,0.1,49,0.183673469387755
"4205",1973,9,0.1,41,0.219512195121951
"4206",1974,6,0.1,45,0.133333333333333
"4207",1975,7,0.1,36,0.194444444444444
"4208",1976,5,0.1,33,0.151515151515152
"4209",1977,3,0.1,55,0.0545454545454545
"4210",1978,4,0.1,35,0.114285714285714
"4211",1979,10,0.1,42,0.238095238095238
"4212",1980,10,0.1,45,0.222222222222222
"4213",1981,2,0.1,37,0.0540540540540541
"4214",1982,4,0.1,38,0.105263157894737
"4215",1983,3,0.1,35,0.0857142857142857
"4216",1984,8,0.1,41,0.195121951219512
"4217",1985,17,0.1,55,0.309090909090909
"4218",1986,12,0.1,47,0.25531914893617
"4219",1987,4,0.1,36,0.111111111111111
"4220",1988,3,0.1,36,0.0833333333333333
"4221",1989,10,0.1,46,0.217391304347826
"4222",1990,8,0.1,51,0.156862745098039
"4223",1991,13,0.1,43,0.302325581395349
"4224",1992,10,0.1,45,0.222222222222222
"4225",1993,10,0.1,44,0.227272727272727
"4226",1994,9,0.1,38,0.236842105263158
"4227",1995,14,0.1,47,0.297872340425532
"4228",1996,9,0.1,38,0.236842105263158
"4229",1997,8,0.1,36,0.222222222222222
"4230",1998,8,0.1,52,0.153846153846154
"4231",1999,14,0.1,49,0.285714285714286
"4232",2000,19,0.1,52,0.365384615384615
"4233",2001,18,0.1,67,0.26865671641791
"4234",2002,14,0.1,46,0.304347826086957
"4235",2003,7,0.1,44,0.159090909090909
"4236",2004,6,0.1,49,0.122448979591837
"4237",2005,7,0.1,44,0.159090909090909
"4238",2006,8,0.1,50,0.16
"4239",2007,11,0.1,65,0.169230769230769
"4240",2008,5,0.1,53,0.0943396226415094
"4241",2009,7,0.1,48,0.145833333333333
"4242",2010,6,0.1,51,0.117647058823529
"4243",2011,8,0.1,58,0.137931034482759
"4244",2012,5,0.1,56,0.0892857142857143
"4245",2013,8,0.1,57,0.140350877192982
"4246",2014,7,0.1,57,0.12280701754386
"4247",2015,6,0.1,58,0.103448275862069
"4248",2016,10,0.1,60,0.166666666666667
"4249",2017,12,0.1,69,0.173913043478261
"4250",2018,13,0.1,62,0.209677419354839
"4251",1969,5,0.125,32,0.15625
"4252",1970,3,0.125,35,0.0857142857142857
"4253",1971,4,0.125,44,0.0909090909090909
"4254",1972,9,0.125,49,0.183673469387755
"4255",1973,9,0.125,41,0.219512195121951
"4256",1974,6,0.125,45,0.133333333333333
"4257",1975,7,0.125,36,0.194444444444444
"4258",1976,5,0.125,33,0.151515151515152
"4259",1977,3,0.125,55,0.0545454545454545
"4260",1978,4,0.125,35,0.114285714285714
"4261",1979,10,0.125,42,0.238095238095238
"4262",1980,10,0.125,45,0.222222222222222
"4263",1981,2,0.125,37,0.0540540540540541
"4264",1982,4,0.125,38,0.105263157894737
"4265",1983,3,0.125,35,0.0857142857142857
"4266",1984,8,0.125,41,0.195121951219512
"4267",1985,14,0.125,55,0.254545454545455
"4268",1986,12,0.125,47,0.25531914893617
"4269",1987,4,0.125,36,0.111111111111111
"4270",1988,2,0.125,36,0.0555555555555556
"4271",1989,10,0.125,46,0.217391304347826
"4272",1990,8,0.125,51,0.156862745098039
"4273",1991,13,0.125,43,0.302325581395349
"4274",1992,10,0.125,45,0.222222222222222
"4275",1993,10,0.125,44,0.227272727272727
"4276",1994,8,0.125,38,0.210526315789474
"4277",1995,14,0.125,47,0.297872340425532
"4278",1996,9,0.125,38,0.236842105263158
"4279",1997,7,0.125,36,0.194444444444444
"4280",1998,8,0.125,52,0.153846153846154
"4281",1999,14,0.125,49,0.285714285714286
"4282",2000,17,0.125,52,0.326923076923077
"4283",2001,18,0.125,67,0.26865671641791
"4284",2002,14,0.125,46,0.304347826086957
"4285",2003,7,0.125,44,0.159090909090909
"4286",2004,6,0.125,49,0.122448979591837
"4287",2005,7,0.125,44,0.159090909090909
"4288",2006,8,0.125,50,0.16
"4289",2007,11,0.125,65,0.169230769230769
"4290",2008,4,0.125,53,0.0754716981132075
"4291",2009,7,0.125,48,0.145833333333333
"4292",2010,5,0.125,51,0.0980392156862745
"4293",2011,8,0.125,58,0.137931034482759
"4294",2012,5,0.125,56,0.0892857142857143
"4295",2013,8,0.125,57,0.140350877192982
"4296",2014,7,0.125,57,0.12280701754386
"4297",2015,6,0.125,58,0.103448275862069
"4298",2016,10,0.125,60,0.166666666666667
"4299",2017,12,0.125,69,0.173913043478261
"4300",2018,13,0.125,62,0.209677419354839
"4301",1969,5,0.15,32,0.15625
"4302",1970,2,0.15,35,0.0571428571428571
"4303",1971,4,0.15,44,0.0909090909090909
"4304",1972,7,0.15,49,0.142857142857143
"4305",1973,8,0.15,41,0.195121951219512
"4306",1974,6,0.15,45,0.133333333333333
"4307",1975,7,0.15,36,0.194444444444444
"4308",1976,5,0.15,33,0.151515151515152
"4309",1977,3,0.15,55,0.0545454545454545
"4310",1978,4,0.15,35,0.114285714285714
"4311",1979,10,0.15,42,0.238095238095238
"4312",1980,10,0.15,45,0.222222222222222
"4313",1981,1,0.15,37,0.027027027027027
"4314",1982,4,0.15,38,0.105263157894737
"4315",1983,3,0.15,35,0.0857142857142857
"4316",1984,8,0.15,41,0.195121951219512
"4317",1985,14,0.15,55,0.254545454545455
"4318",1986,12,0.15,47,0.25531914893617
