"Year","cbns","threshold","retirees","prop","labShare"
1971,20,-0.5,44,0.454545454545455,NA
1972,19,-0.5,49,0.387755102040816,NA
1973,22,-0.5,41,0.536585365853659,NA
1974,15,-0.5,45,0.333333333333333,NA
1975,16,-0.5,36,0.444444444444444,NA
1976,16,-0.5,33,0.484848484848485,NA
1977,18,-0.5,55,0.327272727272727,NA
1978,12,-0.5,35,0.342857142857143,NA
1979,19,-0.5,42,0.452380952380952,NA
1980,16,-0.5,45,0.355555555555556,NA
1981,8,-0.5,37,0.216216216216216,NA
1982,11,-0.5,38,0.289473684210526,NA
1983,15,-0.5,35,0.428571428571429,NA
1984,18,-0.5,41,0.439024390243902,NA
1985,23,-0.5,55,0.418181818181818,NA
1986,22,-0.5,47,0.468085106382979,NA
1987,9,-0.5,36,0.25,NA
1988,13,-0.5,36,0.361111111111111,NA
1989,19,-0.5,46,0.41304347826087,0.33758481910705
1990,19,-0.5,51,0.372549019607843,0.431778818449729
1991,23,-0.5,43,0.534883720930233,0.495007544834554
1992,22,-0.5,45,0.488888888888889,0.482754684699915
1993,21,-0.5,44,0.477272727272727,0.524562099585062
1994,14,-0.5,38,0.368421052631579,0.625368337468983
1995,26,-0.5,47,0.553191489361702,0.484613925941966
1996,21,-0.5,38,0.552631578947368,0.479118765231519
1997,13,-0.5,36,0.361111111111111,0.45452346074419
1998,20,-0.5,52,0.384615384615385,0.511022112875278
1999,28,-0.5,49,0.571428571428571,0.530674658547331
2000,26,-0.5,52,0.5,0.54782076862964
2001,37,-0.5,67,0.552238805970149,0.554403209748083
2002,19,-0.5,46,0.41304347826087,0.548701253481176
2003,15,-0.5,44,0.340909090909091,0.485187618411806
2004,14,-0.5,49,0.285714285714286,0.463107309951405
2005,15,-0.5,44,0.340909090909091,0.455235117393856
2006,15,-0.5,50,0.3,0.451209507560576
2007,22,-0.5,65,0.338461538461538,0.46166582883657
2008,22,-0.5,53,0.415094339622642,0.450219598847067
2009,14,-0.5,48,0.291666666666667,0.444940799250448
2010,12,-0.5,51,0.235294117647059,0.438144565340462
2011,17,-0.5,58,0.293103448275862,0.431941420681551
2012,27,-0.5,56,0.482142857142857,0.449649892509522
2013,17,-0.5,57,0.298245614035088,0.439211647634791
2014,17,-0.5,57,0.298245614035088,0.435821365499166
2015,16,-0.5,58,0.275862068965517,0.43622941143237
2016,18,-0.5,60,0.3,0.409966600951374
2017,31,-0.5,69,0.449275362318841,0.418498396664982
2018,26,-0.5,62,0.419354838709677,0.386337910160015
1969,14,-0.45,32,0.4375,NA
1970,17,-0.45,35,0.485714285714286,NA
1971,20,-0.45,44,0.454545454545455,NA
1972,15,-0.45,49,0.306122448979592,NA
1973,16,-0.45,41,0.390243902439024,NA
1974,15,-0.45,45,0.333333333333333,NA
1975,16,-0.45,36,0.444444444444444,NA
1976,16,-0.45,33,0.484848484848485,NA
1977,16,-0.45,55,0.290909090909091,NA
1978,12,-0.45,35,0.342857142857143,NA
1979,15,-0.45,42,0.357142857142857,NA
1980,16,-0.45,45,0.355555555555556,NA
1981,8,-0.45,37,0.216216216216216,NA
1982,11,-0.45,38,0.289473684210526,NA
1983,15,-0.45,35,0.428571428571429,NA
1984,18,-0.45,41,0.439024390243902,NA
1985,21,-0.45,55,0.381818181818182,NA
1986,22,-0.45,47,0.468085106382979,NA
1987,8,-0.45,36,0.222222222222222,NA
1988,12,-0.45,36,0.333333333333333,NA
1989,19,-0.45,46,0.41304347826087,0.33758481910705
1990,18,-0.45,51,0.352941176470588,0.431778818449729
1991,23,-0.45,43,0.534883720930233,0.495007544834554
1992,21,-0.45,45,0.466666666666667,0.482754684699915
1993,21,-0.45,44,0.477272727272727,0.524562099585062
1994,14,-0.45,38,0.368421052631579,0.625368337468983
1995,21,-0.45,47,0.446808510638298,0.484613925941966
1996,21,-0.45,38,0.552631578947368,0.479118765231519
1997,12,-0.45,36,0.333333333333333,0.45452346074419
1998,20,-0.45,52,0.384615384615385,0.511022112875278
1999,24,-0.45,49,0.489795918367347,0.530674658547331
2000,26,-0.45,52,0.5,0.54782076862964
2001,30,-0.45,67,0.447761194029851,0.554403209748083
2002,19,-0.45,46,0.41304347826087,0.548701253481176
2003,15,-0.45,44,0.340909090909091,0.485187618411806
2004,13,-0.45,49,0.26530612244898,0.463107309951405
2005,14,-0.45,44,0.318181818181818,0.455235117393856
2006,13,-0.45,50,0.26,0.451209507560576
2007,20,-0.45,65,0.307692307692308,0.46166582883657
2008,20,-0.45,53,0.377358490566038,0.450219598847067
2009,14,-0.45,48,0.291666666666667,0.444940799250448
2010,12,-0.45,51,0.235294117647059,0.438144565340462
2011,14,-0.45,58,0.241379310344828,0.431941420681551
2012,24,-0.45,56,0.428571428571429,0.449649892509522
2013,17,-0.45,57,0.298245614035088,0.439211647634791
2014,16,-0.45,57,0.280701754385965,0.435821365499166
2015,15,-0.45,58,0.258620689655172,0.43622941143237
2016,16,-0.45,60,0.266666666666667,0.409966600951374
2017,21,-0.45,69,0.304347826086957,0.418498396664982
2018,22,-0.45,62,0.354838709677419,0.386337910160015
1969,12,-0.4,32,0.375,NA
1970,14,-0.4,35,0.4,NA
1971,16,-0.4,44,0.363636363636364,NA
1972,12,-0.4,49,0.244897959183673,NA
1973,12,-0.4,41,0.292682926829268,NA
1974,13,-0.4,45,0.288888888888889,NA
1975,12,-0.4,36,0.333333333333333,NA
1976,16,-0.4,33,0.484848484848485,NA
1977,16,-0.4,55,0.290909090909091,NA
1978,9,-0.4,35,0.257142857142857,NA
1979,15,-0.4,42,0.357142857142857,NA
1980,14,-0.4,45,0.311111111111111,NA
1981,8,-0.4,37,0.216216216216216,NA
1982,10,-0.4,38,0.263157894736842,NA
1983,11,-0.4,35,0.314285714285714,NA
1984,15,-0.4,41,0.365853658536585,NA
1985,21,-0.4,55,0.381818181818182,NA
1986,19,-0.4,47,0.404255319148936,NA
1987,8,-0.4,36,0.222222222222222,NA
1988,12,-0.4,36,0.333333333333333,NA
1989,16,-0.4,46,0.347826086956522,0.33758481910705
1990,13,-0.4,51,0.254901960784314,0.431778818449729
1991,21,-0.4,43,0.488372093023256,0.495007544834554
1992,21,-0.4,45,0.466666666666667,0.482754684699915
1993,19,-0.4,44,0.431818181818182,0.524562099585062
1994,13,-0.4,38,0.342105263157895,0.625368337468983
1995,20,-0.4,47,0.425531914893617,0.484613925941966
1996,20,-0.4,38,0.526315789473684,0.479118765231519
1997,12,-0.4,36,0.333333333333333,0.45452346074419
1998,19,-0.4,52,0.365384615384615,0.511022112875278
1999,22,-0.4,49,0.448979591836735,0.530674658547331
2000,25,-0.4,52,0.480769230769231,0.54782076862964
2001,30,-0.4,67,0.447761194029851,0.554403209748083
2002,16,-0.4,46,0.347826086956522,0.548701253481176
2003,15,-0.4,44,0.340909090909091,0.485187618411806
2004,13,-0.4,49,0.26530612244898,0.463107309951405
2005,14,-0.4,44,0.318181818181818,0.455235117393856
2006,13,-0.4,50,0.26,0.451209507560576
2007,16,-0.4,65,0.246153846153846,0.46166582883657
2008,13,-0.4,53,0.245283018867925,0.450219598847067
2009,14,-0.4,48,0.291666666666667,0.444940799250448
2010,11,-0.4,51,0.215686274509804,0.438144565340462
2011,14,-0.4,58,0.241379310344828,0.431941420681551
2012,23,-0.4,56,0.410714285714286,0.449649892509522
2013,14,-0.4,57,0.245614035087719,0.439211647634791
2014,15,-0.4,57,0.263157894736842,0.435821365499166
2015,13,-0.4,58,0.224137931034483,0.43622941143237
2016,15,-0.4,60,0.25,0.409966600951374
2017,21,-0.4,69,0.304347826086957,0.418498396664982
2018,20,-0.4,62,0.32258064516129,0.386337910160015
1969,12,-0.35,32,0.375,NA
1970,12,-0.35,35,0.342857142857143,NA
1971,15,-0.35,44,0.340909090909091,NA
1972,12,-0.35,49,0.244897959183673,NA
1973,12,-0.35,41,0.292682926829268,NA
1974,9,-0.35,45,0.2,NA
1975,9,-0.35,36,0.25,NA
1976,11,-0.35,33,0.333333333333333,NA
1977,10,-0.35,55,0.181818181818182,NA
1978,9,-0.35,35,0.257142857142857,NA
1979,12,-0.35,42,0.285714285714286,NA
1980,14,-0.35,45,0.311111111111111,NA
1981,8,-0.35,37,0.216216216216216,NA
1982,10,-0.35,38,0.263157894736842,NA
1983,10,-0.35,35,0.285714285714286,NA
1984,13,-0.35,41,0.317073170731707,NA
1985,18,-0.35,55,0.327272727272727,NA
1986,16,-0.35,47,0.340425531914894,NA
1987,6,-0.35,36,0.166666666666667,NA
1988,10,-0.35,36,0.277777777777778,NA
1989,15,-0.35,46,0.326086956521739,0.33758481910705
1990,12,-0.35,51,0.235294117647059,0.431778818449729
1991,19,-0.35,43,0.441860465116279,0.495007544834554
1992,18,-0.35,45,0.4,0.482754684699915
1993,17,-0.35,44,0.386363636363636,0.524562099585062
1994,13,-0.35,38,0.342105263157895,0.625368337468983
1995,20,-0.35,47,0.425531914893617,0.484613925941966
1996,20,-0.35,38,0.526315789473684,0.479118765231519
1997,12,-0.35,36,0.333333333333333,0.45452346074419
1998,18,-0.35,52,0.346153846153846,0.511022112875278
1999,22,-0.35,49,0.448979591836735,0.530674658547331
2000,25,-0.35,52,0.480769230769231,0.54782076862964
2001,29,-0.35,67,0.432835820895522,0.554403209748083
2002,16,-0.35,46,0.347826086956522,0.548701253481176
2003,15,-0.35,44,0.340909090909091,0.485187618411806
2004,13,-0.35,49,0.26530612244898,0.463107309951405
2005,13,-0.35,44,0.295454545454545,0.455235117393856
2006,13,-0.35,50,0.26,0.451209507560576
2007,16,-0.35,65,0.246153846153846,0.46166582883657
2008,10,-0.35,53,0.188679245283019,0.450219598847067
2009,13,-0.35,48,0.270833333333333,0.444940799250448
2010,9,-0.35,51,0.176470588235294,0.438144565340462
2011,12,-0.35,58,0.206896551724138,0.431941420681551
2012,18,-0.35,56,0.321428571428571,0.449649892509522
2013,13,-0.35,57,0.228070175438596,0.439211647634791
2014,15,-0.35,57,0.263157894736842,0.435821365499166
2015,12,-0.35,58,0.206896551724138,0.43622941143237
2016,15,-0.35,60,0.25,0.409966600951374
2017,17,-0.35,69,0.246376811594203,0.418498396664982
2018,20,-0.35,62,0.32258064516129,0.386337910160015
1969,11,-0.3,32,0.34375,NA
1970,8,-0.3,35,0.228571428571429,NA
1971,13,-0.3,44,0.295454545454545,NA
1972,11,-0.3,49,0.224489795918367,NA
1973,10,-0.3,41,0.24390243902439,NA
1974,9,-0.3,45,0.2,NA
1975,9,-0.3,36,0.25,NA
1976,10,-0.3,33,0.303030303030303,NA
1977,8,-0.3,55,0.145454545454545,NA
1978,7,-0.3,35,0.2,NA
1979,12,-0.3,42,0.285714285714286,NA
1980,12,-0.3,45,0.266666666666667,NA
1981,8,-0.3,37,0.216216216216216,NA
1982,10,-0.3,38,0.263157894736842,NA
1983,10,-0.3,35,0.285714285714286,NA
1984,12,-0.3,41,0.292682926829268,NA
1985,18,-0.3,55,0.327272727272727,NA
1986,16,-0.3,47,0.340425531914894,NA
1987,5,-0.3,36,0.138888888888889,NA
1988,10,-0.3,36,0.277777777777778,NA
1989,15,-0.3,46,0.326086956521739,0.33758481910705
1990,9,-0.3,51,0.176470588235294,0.431778818449729
1991,18,-0.3,43,0.418604651162791,0.495007544834554
1992,17,-0.3,45,0.377777777777778,0.482754684699915
1993,17,-0.3,44,0.386363636363636,0.524562099585062
1994,13,-0.3,38,0.342105263157895,0.625368337468983
1995,20,-0.3,47,0.425531914893617,0.484613925941966
1996,18,-0.3,38,0.473684210526316,0.479118765231519
1997,10,-0.3,36,0.277777777777778,0.45452346074419
1998,15,-0.3,52,0.288461538461538,0.511022112875278
1999,18,-0.3,49,0.36734693877551,0.530674658547331
2000,23,-0.3,52,0.442307692307692,0.54782076862964
2001,25,-0.3,67,0.373134328358209,0.554403209748083
2002,16,-0.3,46,0.347826086956522,0.548701253481176
2003,13,-0.3,44,0.295454545454545,0.485187618411806
2004,13,-0.3,49,0.26530612244898,0.463107309951405
2005,13,-0.3,44,0.295454545454545,0.455235117393856
2006,11,-0.3,50,0.22,0.451209507560576
2007,14,-0.3,65,0.215384615384615,0.46166582883657
2008,10,-0.3,53,0.188679245283019,0.450219598847067
2009,12,-0.3,48,0.25,0.444940799250448
2010,8,-0.3,51,0.156862745098039,0.438144565340462
2011,12,-0.3,58,0.206896551724138,0.431941420681551
2012,18,-0.3,56,0.321428571428571,0.449649892509522
2013,10,-0.3,57,0.175438596491228,0.439211647634791
2014,15,-0.3,57,0.263157894736842,0.435821365499166
2015,8,-0.3,58,0.137931034482759,0.43622941143237
2016,14,-0.3,60,0.233333333333333,0.409966600951374
2017,17,-0.3,69,0.246376811594203,0.418498396664982
2018,18,-0.3,62,0.290322580645161,0.386337910160015
1969,8,-0.25,32,0.25,NA
1970,8,-0.25,35,0.228571428571429,NA
1971,13,-0.25,44,0.295454545454545,NA
1972,10,-0.25,49,0.204081632653061,NA
1973,9,-0.25,41,0.219512195121951,NA
1974,6,-0.25,45,0.133333333333333,NA
1975,9,-0.25,36,0.25,NA
1976,6,-0.25,33,0.181818181818182,NA
1977,6,-0.25,55,0.109090909090909,NA
1978,5,-0.25,35,0.142857142857143,NA
1979,11,-0.25,42,0.261904761904762,NA
1980,11,-0.25,45,0.244444444444444,NA
1981,4,-0.25,37,0.108108108108108,NA
1982,7,-0.25,38,0.184210526315789,NA
1983,9,-0.25,35,0.257142857142857,NA
1984,11,-0.25,41,0.268292682926829,NA
1985,18,-0.25,55,0.327272727272727,NA
1986,14,-0.25,47,0.297872340425532,NA
1987,5,-0.25,36,0.138888888888889,NA
1988,8,-0.25,36,0.222222222222222,NA
1989,15,-0.25,46,0.326086956521739,0.33758481910705
1990,9,-0.25,51,0.176470588235294,0.431778818449729
1991,17,-0.25,43,0.395348837209302,0.495007544834554
1992,17,-0.25,45,0.377777777777778,0.482754684699915
1993,17,-0.25,44,0.386363636363636,0.524562099585062
1994,11,-0.25,38,0.289473684210526,0.625368337468983
1995,18,-0.25,47,0.382978723404255,0.484613925941966
1996,18,-0.25,38,0.473684210526316,0.479118765231519
1997,9,-0.25,36,0.25,0.45452346074419
1998,15,-0.25,52,0.288461538461538,0.511022112875278
1999,17,-0.25,49,0.346938775510204,0.530674658547331
2000,23,-0.25,52,0.442307692307692,0.54782076862964
2001,21,-0.25,67,0.313432835820896,0.554403209748083
2002,16,-0.25,46,0.347826086956522,0.548701253481176
2003,13,-0.25,44,0.295454545454545,0.485187618411806
2004,10,-0.25,49,0.204081632653061,0.463107309951405
2005,10,-0.25,44,0.227272727272727,0.455235117393856
2006,10,-0.25,50,0.2,0.451209507560576
2007,12,-0.25,65,0.184615384615385,0.46166582883657
2008,9,-0.25,53,0.169811320754717,0.450219598847067
2009,10,-0.25,48,0.208333333333333,0.444940799250448
2010,6,-0.25,51,0.117647058823529,0.438144565340462
2011,10,-0.25,58,0.172413793103448,0.431941420681551
2012,15,-0.25,56,0.267857142857143,0.449649892509522
2013,10,-0.25,57,0.175438596491228,0.439211647634791
2014,15,-0.25,57,0.263157894736842,0.435821365499166
2015,8,-0.25,58,0.137931034482759,0.43622941143237
2016,12,-0.25,60,0.2,0.409966600951374
2017,17,-0.25,69,0.246376811594203,0.418498396664982
2018,18,-0.25,62,0.290322580645161,0.386337910160015
1969,8,-0.2,32,0.25,NA
1970,4,-0.2,35,0.114285714285714,NA
1971,9,-0.2,44,0.204545454545455,NA
1972,10,-0.2,49,0.204081632653061,NA
1973,9,-0.2,41,0.219512195121951,NA
1974,6,-0.2,45,0.133333333333333,NA
1975,9,-0.2,36,0.25,NA
1976,6,-0.2,33,0.181818181818182,NA
1977,6,-0.2,55,0.109090909090909,NA
1978,5,-0.2,35,0.142857142857143,NA
1979,10,-0.2,42,0.238095238095238,NA
1980,11,-0.2,45,0.244444444444444,NA
1981,3,-0.2,37,0.0810810810810811,NA
1982,4,-0.2,38,0.105263157894737,NA
1983,9,-0.2,35,0.257142857142857,NA
1984,9,-0.2,41,0.219512195121951,NA
1985,15,-0.2,55,0.272727272727273,NA
1986,14,-0.2,47,0.297872340425532,NA
1987,4,-0.2,36,0.111111111111111,NA
1988,5,-0.2,36,0.138888888888889,NA
1989,11,-0.2,46,0.239130434782609,0.33758481910705
1990,8,-0.2,51,0.156862745098039,0.431778818449729
1991,17,-0.2,43,0.395348837209302,0.495007544834554
1992,13,-0.2,45,0.288888888888889,0.482754684699915
1993,15,-0.2,44,0.340909090909091,0.524562099585062
1994,11,-0.2,38,0.289473684210526,0.625368337468983
1995,18,-0.2,47,0.382978723404255,0.484613925941966
1996,15,-0.2,38,0.394736842105263,0.479118765231519
1997,8,-0.2,36,0.222222222222222,0.45452346074419
1998,11,-0.2,52,0.211538461538462,0.511022112875278
1999,16,-0.2,49,0.326530612244898,0.530674658547331
2000,21,-0.2,52,0.403846153846154,0.54782076862964
2001,21,-0.2,67,0.313432835820896,0.554403209748083
2002,16,-0.2,46,0.347826086956522,0.548701253481176
2003,11,-0.2,44,0.25,0.485187618411806
2004,10,-0.2,49,0.204081632653061,0.463107309951405
2005,10,-0.2,44,0.227272727272727,0.455235117393856
2006,10,-0.2,50,0.2,0.451209507560576
2007,12,-0.2,65,0.184615384615385,0.46166582883657
2008,9,-0.2,53,0.169811320754717,0.450219598847067
2009,8,-0.2,48,0.166666666666667,0.444940799250448
2010,6,-0.2,51,0.117647058823529,0.438144565340462
2011,10,-0.2,58,0.172413793103448,0.431941420681551
2012,9,-0.2,56,0.160714285714286,0.449649892509522
2013,8,-0.2,57,0.140350877192982,0.439211647634791
2014,13,-0.2,57,0.228070175438596,0.435821365499166
2015,6,-0.2,58,0.103448275862069,0.43622941143237
2016,12,-0.2,60,0.2,0.409966600951374
2017,15,-0.2,69,0.217391304347826,0.418498396664982
2018,16,-0.2,62,0.258064516129032,0.386337910160015
1969,5,-0.15,32,0.15625,NA
1970,4,-0.15,35,0.114285714285714,NA
1971,8,-0.15,44,0.181818181818182,NA
1972,9,-0.15,49,0.183673469387755,NA
1973,9,-0.15,41,0.219512195121951,NA
1974,6,-0.15,45,0.133333333333333,NA
1975,9,-0.15,36,0.25,NA
1976,5,-0.15,33,0.151515151515152,NA
1977,5,-0.15,55,0.0909090909090909,NA
1978,4,-0.15,35,0.114285714285714,NA
1979,10,-0.15,42,0.238095238095238,NA
1980,10,-0.15,45,0.222222222222222,NA
1981,3,-0.15,37,0.0810810810810811,NA
1982,4,-0.15,38,0.105263157894737,NA
1983,3,-0.15,35,0.0857142857142857,NA
1984,9,-0.15,41,0.219512195121951,NA
1985,15,-0.15,55,0.272727272727273,NA
1986,12,-0.15,47,0.25531914893617,NA
1987,4,-0.15,36,0.111111111111111,NA
1988,5,-0.15,36,0.138888888888889,NA
1989,11,-0.15,46,0.239130434782609,0.33758481910705
1990,8,-0.15,51,0.156862745098039,0.431778818449729
1991,14,-0.15,43,0.325581395348837,0.495007544834554
1992,13,-0.15,45,0.288888888888889,0.482754684699915
1993,11,-0.15,44,0.25,0.524562099585062
1994,11,-0.15,38,0.289473684210526,0.625368337468983
1995,14,-0.15,47,0.297872340425532,0.484613925941966
1996,15,-0.15,38,0.394736842105263,0.479118765231519
1997,8,-0.15,36,0.222222222222222,0.45452346074419
1998,11,-0.15,52,0.211538461538462,0.511022112875278
1999,14,-0.15,49,0.285714285714286,0.530674658547331
2000,21,-0.15,52,0.403846153846154,0.54782076862964
2001,19,-0.15,67,0.283582089552239,0.554403209748083
2002,16,-0.15,46,0.347826086956522,0.548701253481176
2003,11,-0.15,44,0.25,0.485187618411806
2004,6,-0.15,49,0.122448979591837,0.463107309951405
2005,9,-0.15,44,0.204545454545455,0.455235117393856
2006,8,-0.15,50,0.16,0.451209507560576
2007,11,-0.15,65,0.169230769230769,0.46166582883657
2008,7,-0.15,53,0.132075471698113,0.450219598847067
2009,7,-0.15,48,0.145833333333333,0.444940799250448
2010,6,-0.15,51,0.117647058823529,0.438144565340462
2011,9,-0.15,58,0.155172413793103,0.431941420681551
2012,6,-0.15,56,0.107142857142857,0.449649892509522
2013,8,-0.15,57,0.140350877192982,0.439211647634791
2014,10,-0.15,57,0.175438596491228,0.435821365499166
2015,6,-0.15,58,0.103448275862069,0.43622941143237
2016,10,-0.15,60,0.166666666666667,0.409966600951374
2017,14,-0.15,69,0.202898550724638,0.418498396664982
2018,14,-0.15,62,0.225806451612903,0.386337910160015
1969,5,-0.0999999999999999,32,0.15625,NA
1970,4,-0.0999999999999999,35,0.114285714285714,NA
1971,5,-0.0999999999999999,44,0.113636363636364,NA
1972,7,-0.0999999999999999,49,0.142857142857143,NA
1973,8,-0.0999999999999999,41,0.195121951219512,NA
1974,6,-0.0999999999999999,45,0.133333333333333,NA
1975,7,-0.0999999999999999,36,0.194444444444444,NA
1976,5,-0.0999999999999999,33,0.151515151515152,NA
1977,3,-0.0999999999999999,55,0.0545454545454545,NA
1978,4,-0.0999999999999999,35,0.114285714285714,NA
1979,10,-0.0999999999999999,42,0.238095238095238,NA
1980,10,-0.0999999999999999,45,0.222222222222222,NA
1981,3,-0.0999999999999999,37,0.0810810810810811,NA
1982,4,-0.0999999999999999,38,0.105263157894737,NA
1983,3,-0.0999999999999999,35,0.0857142857142857,NA
1984,8,-0.0999999999999999,41,0.195121951219512,NA
1985,14,-0.0999999999999999,55,0.254545454545455,NA
1986,12,-0.0999999999999999,47,0.25531914893617,NA
1987,4,-0.0999999999999999,36,0.111111111111111,NA
1988,5,-0.0999999999999999,36,0.138888888888889,NA
1989,10,-0.0999999999999999,46,0.217391304347826,0.33758481910705
1990,8,-0.0999999999999999,51,0.156862745098039,0.431778818449729
1991,14,-0.0999999999999999,43,0.325581395348837,0.495007544834554
1992,11,-0.0999999999999999,45,0.244444444444444,0.482754684699915
1993,11,-0.0999999999999999,44,0.25,0.524562099585062
1994,9,-0.0999999999999999,38,0.236842105263158,0.625368337468983
1995,14,-0.0999999999999999,47,0.297872340425532,0.484613925941966
1996,10,-0.0999999999999999,38,0.263157894736842,0.479118765231519
1997,8,-0.0999999999999999,36,0.222222222222222,0.45452346074419
1998,9,-0.0999999999999999,52,0.173076923076923,0.511022112875278
1999,14,-0.0999999999999999,49,0.285714285714286,0.530674658547331
2000,19,-0.0999999999999999,52,0.365384615384615,0.54782076862964
2001,18,-0.0999999999999999,67,0.26865671641791,0.554403209748083
2002,14,-0.0999999999999999,46,0.304347826086957,0.548701253481176
2003,8,-0.0999999999999999,44,0.181818181818182,0.485187618411806
2004,6,-0.0999999999999999,49,0.122448979591837,0.463107309951405
2005,8,-0.0999999999999999,44,0.181818181818182,0.455235117393856
2006,8,-0.0999999999999999,50,0.16,0.451209507560576
2007,11,-0.0999999999999999,65,0.169230769230769,0.46166582883657
2008,6,-0.0999999999999999,53,0.113207547169811,0.450219598847067
2009,7,-0.0999999999999999,48,0.145833333333333,0.444940799250448
2010,5,-0.0999999999999999,51,0.0980392156862745,0.438144565340462
2011,9,-0.0999999999999999,58,0.155172413793103,0.431941420681551
2012,5,-0.0999999999999999,56,0.0892857142857143,0.449649892509522
2013,8,-0.0999999999999999,57,0.140350877192982,0.439211647634791
2014,10,-0.0999999999999999,57,0.175438596491228,0.435821365499166
2015,6,-0.0999999999999999,58,0.103448275862069,0.43622941143237
2016,10,-0.0999999999999999,60,0.166666666666667,0.409966600951374
2017,14,-0.0999999999999999,69,0.202898550724638,0.418498396664982
2018,14,-0.0999999999999999,62,0.225806451612903,0.386337910160015
1969,5,-0.0499999999999998,32,0.15625,NA
1970,3,-0.0499999999999998,35,0.0857142857142857,NA
1971,5,-0.0499999999999998,44,0.113636363636364,NA
1972,7,-0.0499999999999998,49,0.142857142857143,NA
1973,8,-0.0499999999999998,41,0.195121951219512,NA
1974,5,-0.0499999999999998,45,0.111111111111111,NA
1975,7,-0.0499999999999998,36,0.194444444444444,NA
1976,5,-0.0499999999999998,33,0.151515151515152,NA
1977,3,-0.0499999999999998,55,0.0545454545454545,NA
1978,2,-0.0499999999999998,35,0.0571428571428571,NA
1979,7,-0.0499999999999998,42,0.166666666666667,NA
1980,10,-0.0499999999999998,45,0.222222222222222,NA
1981,3,-0.0499999999999998,37,0.0810810810810811,NA
1982,4,-0.0499999999999998,38,0.105263157894737,NA
1983,3,-0.0499999999999998,35,0.0857142857142857,NA
1984,8,-0.0499999999999998,41,0.195121951219512,NA
1985,14,-0.0499999999999998,55,0.254545454545455,NA
1986,11,-0.0499999999999998,47,0.234042553191489,NA
1987,3,-0.0499999999999998,36,0.0833333333333333,NA
1988,2,-0.0499999999999998,36,0.0555555555555556,NA
1989,7,-0.0499999999999998,46,0.152173913043478,0.33758481910705
1990,8,-0.0499999999999998,51,0.156862745098039,0.431778818449729
1991,14,-0.0499999999999998,43,0.325581395348837,0.495007544834554
1992,9,-0.0499999999999998,45,0.2,0.482754684699915
1993,8,-0.0499999999999998,44,0.181818181818182,0.524562099585062
1994,9,-0.0499999999999998,38,0.236842105263158,0.625368337468983
1995,13,-0.0499999999999998,47,0.276595744680851,0.484613925941966
1996,10,-0.0499999999999998,38,0.263157894736842,0.479118765231519
1997,7,-0.0499999999999998,36,0.194444444444444,0.45452346074419
1998,9,-0.0499999999999998,52,0.173076923076923,0.511022112875278
1999,11,-0.0499999999999998,49,0.224489795918367,0.530674658547331
2000,19,-0.0499999999999998,52,0.365384615384615,0.54782076862964
2001,14,-0.0499999999999998,67,0.208955223880597,0.554403209748083
2002,14,-0.0499999999999998,46,0.304347826086957,0.548701253481176
2003,8,-0.0499999999999998,44,0.181818181818182,0.485187618411806
2004,6,-0.0499999999999998,49,0.122448979591837,0.463107309951405
2005,8,-0.0499999999999998,44,0.181818181818182,0.455235117393856
2006,6,-0.0499999999999998,50,0.12,0.451209507560576
2007,11,-0.0499999999999998,65,0.169230769230769,0.46166582883657
2008,6,-0.0499999999999998,53,0.113207547169811,0.450219598847067
2009,7,-0.0499999999999998,48,0.145833333333333,0.444940799250448
2010,5,-0.0499999999999998,51,0.0980392156862745,0.438144565340462
2011,8,-0.0499999999999998,58,0.137931034482759,0.431941420681551
2012,5,-0.0499999999999998,56,0.0892857142857143,0.449649892509522
2013,7,-0.0499999999999998,57,0.12280701754386,0.439211647634791
2014,10,-0.0499999999999998,57,0.175438596491228,0.435821365499166
2015,5,-0.0499999999999998,58,0.0862068965517241,0.43622941143237
2016,9,-0.0499999999999998,60,0.15,0.409966600951374
2017,11,-0.0499999999999998,69,0.159420289855072,0.418498396664982
2018,14,-0.0499999999999998,62,0.225806451612903,0.386337910160015
1969,4,0,32,0.125,NA
1970,3,0,35,0.0857142857142857,NA
1971,5,0,44,0.113636363636364,NA
1972,6,0,49,0.122448979591837,NA
1973,7,0,41,0.170731707317073,NA
1974,5,0,45,0.111111111111111,NA
1975,7,0,36,0.194444444444444,NA
1976,4,0,33,0.121212121212121,NA
1977,3,0,55,0.0545454545454545,NA
1978,2,0,35,0.0571428571428571,NA
1979,7,0,42,0.166666666666667,NA
1980,10,0,45,0.222222222222222,NA
1981,2,0,37,0.0540540540540541,NA
1982,3,0,38,0.0789473684210526,NA
1983,3,0,35,0.0857142857142857,NA
1984,8,0,41,0.195121951219512,NA
1985,10,0,55,0.181818181818182,NA
1986,11,0,47,0.234042553191489,NA
1987,3,0,36,0.0833333333333333,NA
1988,2,0,36,0.0555555555555556,NA
1989,7,0,46,0.152173913043478,0.33758481910705
1990,7,0,51,0.137254901960784,0.431778818449729
1991,11,0,43,0.255813953488372,0.495007544834554
1992,9,0,45,0.2,0.482754684699915
1993,7,0,44,0.159090909090909,0.524562099585062
1994,8,0,38,0.210526315789474,0.625368337468983
1995,13,0,47,0.276595744680851,0.484613925941966
1996,9,0,38,0.236842105263158,0.479118765231519
1997,7,0,36,0.194444444444444,0.45452346074419
1998,8,0,52,0.153846153846154,0.511022112875278
1999,9,0,49,0.183673469387755,0.530674658547331
